scenario,concurrency,request_id,timestamp,completed_timestamp,selected_node,physical_node,selection_reason,queue_length,active_requests,cpu_utilization_percent,gpu_utilization_percent,gpu_memory_utilization_percent,ram_utilization_percent,temperature_celsius,ttft_ms,tokens_per_second,rtt_ms,predicted_e2e_ms,actual_e2e_ms,worker_actual_e2e_ms,status,error
dynamic,8,a2c93810-01c3-4fe0-9c1c-5377aa38208e,1788351045.8731449,1788351048.9027107,nano,etri-dev0001-jetorn,hold:nano:hysteresis_or_improvement_gate,6,1,99.543,,,41.693,41.5,2703.894,25.288,28.883,9550.075,3029.564,3019.036,ok,
dynamic,16,4a116ac3-c986-4116-b524-71e1ee009c79,1788351053.0321805,1788351053.2480104,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,6.112,0.0,11.049,18.93,35.0,36.362,45.151,14.563,998.281,215.829,213.642,ok,
dynamic,16,8550a93d-1020-4a25-bec4-0fff2db6faa1,1788351053.2136476,1788351053.4454486,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,42.632,0.0,11.049,18.933,51.0,59.671,46.969,6.546,1973.982,231.801,230.379,ok,
dynamic,16,43bbe26c-3460-4703-9621-8e0018eecba6,1788351053.2983437,1788351053.6446652,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,36.058,0.0,11.049,18.933,55.0,172.669,46.451,5.597,1587.985,346.321,345.246,ok,
dynamic,16,507bdf4c-75cb-48ed-aa17-305a94be7b4b,1788351053.3031523,1788351053.8455114,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,36.842,0.0,11.049,18.933,55.0,368.518,46.333,4.635,1587.023,542.358,541.416,ok,
dynamic,16,2a7f3a5f-2367-420e-858d-b458d2bf52af,1788351053.3080144,1788351054.0490572,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,36.842,0.0,11.049,18.933,55.0,563.684,45.457,4.234,1586.622,741.042,739.995,ok,
dynamic,16,675d3c26-66d0-429d-a447-934dbf27e4e5,1788351053.4210753,1788351054.252881,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,3,1,,0.0,11.049,18.933,58.0,653.682,45.377,7.755,3963.725,831.805,830.568,ok,
dynamic,16,5483eb3f-e4e9-4d52-97ff-3a250a1ccf98,1788351053.4214258,1788351054.4573162,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,3,1,50.0,0.0,11.049,18.933,56.0,857.71,45.307,5.78,3961.75,1035.889,1034.77,ok,
dynamic,16,696717ff-e75d-4bb0-b0f1-8eb7f194bced,1788351053.42196,1788351054.655557,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,3,1,35.242,0.0,11.049,18.933,58.0,1061.523,46.874,8.348,3964.318,1233.596,1232.637,ok,
dynamic,16,18a4284e-c047-4068-887a-28d7d4919fde,1788351053.4975033,1788351054.8536735,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,36.364,0.0,11.049,18.933,59.0,1184.176,46.897,5.267,4504.454,1356.169,1355.096,ok,
dynamic,16,bac090cf-1f80-4a57-8c7d-0b08be1e0423,1788351053.4985323,1788351055.0534275,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,42.857,0.0,11.049,18.933,60.0,1380.337,46.382,4.215,4503.402,1554.894,1553.3,ok,
dynamic,16,d7714483-0c96-4ca2-81ca-107a10cf4920,1788351053.511358,1788351055.2563531,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,5,1,35.714,0.0,11.049,18.933,60.0,1567.913,45.694,4.337,4503.524,1744.994,1743.409,ok,
dynamic,16,5ee4f520-e1c5-4fba-8d70-3b7ab601f637,1788351053.610498,1788351055.4544158,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,8,1,36.574,0.0,11.049,18.933,61.0,1671.828,46.942,6.547,6433.957,1843.917,1842.769,ok,
dynamic,16,f7122d60-b644-482b-b6f1-76c9bda3af3a,1788351053.6176422,1788351055.6500509,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,8,1,28.571,0.0,11.049,18.933,61.0,1862.697,47.505,4.908,6432.318,2032.408,2031.324,ok,
dynamic,16,b3d4b903-d45a-41cc-a882-83d7202ba3c5,1788351053.619063,1788351055.852354,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,8,1,50.0,0.0,11.049,18.933,61.0,2058.097,46.092,6.478,6433.888,2233.291,2232.256,ok,
dynamic,16,02557e10-568b-4d6e-9641-5f1d106fd18a,1788351053.6192088,1788351056.0500927,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,8,1,50.0,0.0,11.049,18.933,61.0,2259.136,47.123,4.853,6432.263,2430.883,2429.512,ok,
dynamic,16,d8ff8dc9-b2de-447a-8dc3-637214cd6495,1788351053.6194973,1788351056.256647,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,8,1,40.0,0.0,11.049,18.933,60.0,2456.654,44.691,4.769,6432.179,2637.15,2635.764,ok,
dynamic,16,46c59422-44b8-4e8e-8474-9e15ac4aba07,1788351053.819059,1788351056.458276,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,12,1,,0.0,11.049,18.933,64.0,2463.677,46.024,7.811,7453.515,2639.217,2637.939,ok,
dynamic,16,9cf84875-615b-4a19-a2bb-24ab0b66c42e,1788351053.8199406,1788351056.654298,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,12,1,40.0,0.0,11.049,18.933,64.0,2664.632,47.438,6.952,7452.656,2834.357,2833.435,ok,
dynamic,16,a6524475-fb4e-4e0b-8b74-2bccfd6b9ee6,1788351053.9005868,1788351056.8586054,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,13,1,37.186,0.0,11.049,18.933,65.0,2779.404,45.197,6.495,6742.47,2958.018,2956.69,ok,
dynamic,16,22ad62a3-1dc9-4c9f-8bba-b0ca61380a76,1788351055.4880545,1788351056.90475,spark,etri-ser0002-cgnmsb,offload:agx->spark:predicted_improvement=0.777,0,0,3.106,0.0,1.806,29.51,41.05,1237.778,45.607,4.626,804.626,1416.694,1414.822,ok,
dynamic,16,bd22d720-33af-4d61-b10f-8e0147967d2a,1788351053.9051976,1788351057.055902,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,13,1,42.105,0.0,11.049,18.933,64.0,2979.191,47.045,5.701,6741.676,3150.704,3149.558,ok,
dynamic,16,6fabaa63-9d93-4577-a2b7-50f7e7dc1480,1788351055.685255,1788351057.113947,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,0,1,6.582,0.0,1.806,25.286,56.05,1250.924,45.89,5.08,1605.08,1428.69,1426.842,ok,
dynamic,16,fa598802-9dde-42db-8ba5-3f9cdd851ff3,1788351054.0874765,1788351057.2581117,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,40.093,0.0,11.049,18.934,65.0,2994.816,45.95,6.394,6208.634,3170.634,3169.099,ok,
dynamic,16,44e6feb7-d551-455b-8d0e-ed876a742157,1788351055.8851132,1788351057.3235106,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,1,1,7.692,0.0,1.806,25.485,49.05,1261.116,46.214,4.404,2404.404,1438.396,1436.871,ok,
dynamic,16,8e7c96df-267b-43dd-a72f-3ff51a281daf,1788351054.289862,1788351057.458379,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,45.01,0.0,11.049,18.94,68.0,2994.52,46.427,6.599,5473.159,3168.517,3166.987,ok,
dynamic,16,c492dccc-41d1-409b-a230-2912dcfab012,1788351056.0844145,1788351057.533097,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,2,1,6.918,0.0,1.806,27.018,52.0,1271.895,46.278,4.778,3204.778,1448.681,1447.103,ok,
dynamic,16,2e74ea49-777e-45f4-a1af-d17bd6d4bc57,1788351054.4920754,1788351057.6608417,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,39.431,0.0,11.049,18.94,68.0,2992.899,45.858,5.309,4922.509,3168.765,3167.651,ok,
dynamic,16,e92923b3-6e04-4d83-872e-ce9e631ae755,1788351056.299458,1788351057.7416391,spark,etri-ser0002-cgnmsb,hold:spark:hysteresis_or_improvement_gate,3,1,5.765,0.0,1.806,28.649,52.05,1265.9,46.322,10.054,4010.054,1442.18,1440.437,ok,
dynamic,16,d813399e-fb0d-433a-bbb7-bd81fe6b1388,1788351054.691137,1788351057.86952,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,36.188,0.0,11.049,18.939,69.0,2998.473,44.812,5.258,4485.722,3178.382,3177.199,ok,
dynamic,16,07da7075-bdfc-4128-b1de-bd4538f97072,1788351054.8890555,1788351058.068601,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,36.211,0.0,11.049,18.939,69.0,3007.011,46.731,6.359,4158.823,3179.544,3178.453,ok,
dynamic,16,1f74207b-f785-4fdb-9d01-bfb21b5ce692,1788351055.0905893,1788351058.273067,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,36.966,0.0,11.049,18.939,69.0,3005.488,45.617,6.241,3919.233,3182.477,3180.929,ok,
dynamic,16,0ec930e1-28d6-4ec7-b72d-6d7f2f897cc7,1788351055.2903714,1788351058.4727304,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,14,1,40.881,0.0,11.049,18.94,69.0,3009.905,46.732,5.498,3751.45,3182.358,3181.344,ok,
