actual_input_tokens,actual_output_tokens,block,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens_requested,latency_ms,model,node,output_tokens_requested,partial_response,phase,physical_node,planned_at,pure_network_ms,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,status,stop_type,tokens_cached,ttft_ms,zero_prefix_reuse_verified
128,64,2,False,i128-o64-c1,1789047197.164635,1,26.638489064900238,False,1789047194.7989469,23.425579071044922,True,128,2509.4057369997245,qwen2.5:1.5b-instruct-q8_0,nano,64,True,measure,etri-dev0001-jetorn,1789047194.6318033,,i128-o64-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047194.6552289,"{""cache_n"": 0, ""prompt_n"": 128, ""prompt_ms"": 141.242, ""prompt_per_token_ms"": 1.103453125, ""prompt_per_second"": 906.2460174735561, ""predicted_n"": 64, ""predicted_ms"": 2364.999, ""predicted_per_token_ms"": 37.53966666666666, ""predicted_per_second"": 26.638489064900238}",ok,limit,191,143.71852499971283,True
512,128,2,False,i512-o128-c4,1789047204.6261196,4,27.34895784319658,False,1789047199.9812496,2.0890235900878906,True,512,5124.2811639995125,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047199.4997494,,i512-o128-c4-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047199.5018384,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 472.334, ""prompt_per_token_ms"": 0.92252734375, ""prompt_per_second"": 1083.9787099806492, ""predicted_n"": 128, ""predicted_ms"": 4643.687, ""predicted_per_token_ms"": 36.56446456692913, ""predicted_per_second"": 27.34895784319658}",ok,limit,639,479.410824000297,True
512,128,2,False,i512-o128-c4,1789047209.6212418,4,27.548699376011115,False,1789047205.0097415,1.1343955993652344,True,512,10120.357900000272,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047199.4997494,,i512-o128-c4-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047199.5008838,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 384.323, ""prompt_per_token_ms"": 0.750630859375, ""prompt_per_second"": 1332.2127481311293, ""predicted_n"": 128, ""predicted_ms"": 4610.018, ""predicted_per_token_ms"": 36.29935433070866, ""predicted_per_second"": 27.548699376011115}",ok,limit,639,5508.857247000378,True
512,128,2,False,i512-o128-c4,1789047214.6272461,4,27.484769217751005,False,1789047210.0051453,4.637241363525391,True,512,15122.859367999808,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047199.4997494,,i512-o128-c4-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047199.5043867,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 384.593, ""prompt_per_token_ms"": 0.751158203125, ""prompt_per_second"": 1331.2774803493562, ""predicted_n"": 128, ""predicted_ms"": 4620.741, ""predicted_per_token_ms"": 36.3837874015748, ""predicted_per_second"": 27.484769217751005}",ok,limit,639,10500.758887999837,True
512,128,2,False,i512-o128-c4,1789047219.6332028,4,27.484174417600602,False,1789047215.0115657,6.559610366821289,True,512,20126.893442000437,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047199.4997494,,i512-o128-c4-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047199.506309,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 385.071, ""prompt_per_token_ms"": 0.752091796875, ""prompt_per_second"": 1329.6249263122904, ""predicted_n"": 128, ""predicted_ms"": 4620.841, ""predicted_per_token_ms"": 36.38457480314961, ""predicted_per_second"": 27.484174417600602}",ok,limit,639,15505.257073000394,True
512,256,2,False,i512-o256-c1,1789047233.5582175,1,27.15283371764354,False,1789047224.1661003,0.9293556213378906,True,512,9860.491485999773,qwen2.5:1.5b-instruct-q8_0,nano,256,True,measure,etri-dev0001-jetorn,1789047223.6967962,,i512-o256-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047223.6977255,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 465.029, ""prompt_per_token_ms"": 0.908259765625, ""prompt_per_second"": 1101.0066038892198, ""predicted_n"": 256, ""predicted_ms"": 9391.285, ""predicted_per_token_ms"": 36.82856862745098, ""predicted_per_second"": 27.15283371764354}",ok,limit,767,468.3741299995745,True
512,128,2,False,i512-o128-c2,1789047246.9938698,2,27.08392690495973,False,1789047242.3035245,46.02837562561035,True,512,5192.251180999847,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047241.7555804,,i512-o128-c2-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047241.8016088,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 492.182, ""prompt_per_token_ms"": 0.96129296875, ""prompt_per_second"": 1040.265592809164, ""predicted_n"": 128, ""predicted_ms"": 4689.128, ""predicted_per_token_ms"": 36.92226771653543, ""predicted_per_second"": 27.08392690495973}",ok,limit,639,501.9054069998674,True
512,128,2,False,i512-o128-c2,1789047251.997888,2,27.491480346946812,False,1789047247.3773797,49.89051818847656,True,512,10192.410334999295,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047241.7555804,,i512-o128-c2-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047241.805471,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 384.169, ""prompt_per_token_ms"": 0.750330078125, ""prompt_per_second"": 1332.7467859197386, ""predicted_n"": 128, ""predicted_ms"": 4619.613, ""predicted_per_token_ms"": 36.37490551181103, ""predicted_per_second"": 27.491480346946812}",ok,limit,639,5571.902104999936,True
512,128,2,False,i512-o128-c8,1789047265.6380444,8,26.77388589011997,False,1789047260.8936353,1.3828277587890625,True,512,5216.257983000105,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4217827,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 463.975, ""prompt_per_token_ms"": 0.906201171875, ""prompt_per_second"": 1103.5077320976345, ""predicted_n"": 128, ""predicted_ms"": 4743.428, ""predicted_per_token_ms"": 37.34982677165354, ""predicted_per_second"": 26.77388589011997}",ok,limit,639,471.84896700036916,True
512,128,2,False,i512-o128-c8,1789047270.642717,8,27.48816601986507,False,1789047266.021083,2.6950836181640625,True,512,10219.621909000125,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.423095,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 383.762, ""prompt_per_token_ms"": 0.74953515625, ""prompt_per_second"": 1334.1602347288162, ""predicted_n"": 128, ""predicted_ms"": 4620.17, ""predicted_per_token_ms"": 36.379291338582675, ""predicted_per_second"": 27.48816601986507}",ok,limit,639,5597.987942000145,True
512,128,2,False,i512-o128-c8,1789047275.6510258,8,27.473805241006925,False,1789047271.0271466,7.681846618652344,True,512,15222.944006999569,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-5,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4280818,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 385.173, ""prompt_per_token_ms"": 0.752291015625, ""prompt_per_second"": 1329.2728202651795, ""predicted_n"": 128, ""predicted_ms"": 4622.585, ""predicted_per_token_ms"": 36.398307086614174, ""predicted_per_second"": 27.473805241006925}",ok,limit,639,10599.06485600004,True
512,128,2,False,i512-o128-c8,1789047280.6634378,8,27.44883601806004,False,1789047276.0347478,6.308555603027344,True,512,20236.729228000513,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-4,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4267085,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 384.146, ""prompt_per_token_ms"": 0.75028515625, ""prompt_per_second"": 1332.826581560136, ""predicted_n"": 128, ""predicted_ms"": 4626.79, ""predicted_per_token_ms"": 36.43141732283465, ""predicted_per_second"": 27.44883601806004}",ok,limit,639,15608.039479000581,True
512,128,2,False,i512-o128-c8,1789047285.6656647,8,27.48001153727728,False,1789047281.0427902,3.7789344787597656,True,512,25241.48432599941,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4241788,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 380.762, ""prompt_per_token_ms"": 0.74367578125, ""prompt_per_second"": 1344.671999831916, ""predicted_n"": 128, ""predicted_ms"": 4621.541, ""predicted_per_token_ms"": 36.39008661417323, ""predicted_per_second"": 27.48001153727728}",ok,limit,639,20618.609440999535,True
512,128,2,False,i512-o128-c8,1789047290.6762042,8,27.45792775235457,False,1789047286.0496511,8.852958679199219,True,512,30246.951314999933,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-6,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4292529,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 384.678, ""prompt_per_token_ms"": 0.75132421875, ""prompt_per_second"": 1330.9833159161687, ""predicted_n"": 128, ""predicted_ms"": 4625.258, ""predicted_per_token_ms"": 36.41935433070866, ""predicted_per_second"": 27.45792775235457}",ok,limit,639,25620.398213000044,True
512,128,2,False,i512-o128-c8,1789047295.6897142,8,27.44554382696773,False,1789047291.0608113,5.146503448486328,True,512,35264.16770299966,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4255464,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 385.3, ""prompt_per_token_ms"": 0.7525390625, ""prompt_per_second"": 1328.834674279782, ""predicted_n"": 128, ""predicted_ms"": 4627.345, ""predicted_per_token_ms"": 36.43578740157481, ""predicted_per_second"": 27.44554382696773}",ok,limit,639,30635.26515399917,True
512,128,2,False,i512-o128-c8,1789047300.7065296,8,27.418956473378135,False,1789047296.0739846,9.909629821777344,True,512,40276.219576000585,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047260.4204,,i512-o128-c8-7,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047260.4303095,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 385.166, ""prompt_per_token_ms"": 0.75227734375, ""prompt_per_second"": 1329.2969784456573, ""predicted_n"": 128, ""predicted_ms"": 4631.832, ""predicted_per_token_ms"": 36.471118110236226, ""predicted_per_second"": 27.418956473378135}",ok,limit,639,35643.67503300036,True
2048,128,2,False,i2048-o128-c1,1789047331.8943164,1,26.320736201354045,False,1789047327.0683608,1.5952587127685547,True,2048,6897.62210400022,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047324.9950974,,i2048-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047324.9966927,"{""cache_n"": 0, ""prompt_n"": 2048, ""prompt_ms"": 2064.324, ""prompt_per_token_ms"": 1.007970703125, ""prompt_per_second"": 992.0923265921434, ""predicted_n"": 128, ""predicted_ms"": 4825.093, ""predicted_per_token_ms"": 37.992858267716535, ""predicted_per_second"": 26.320736201354045}",ok,limit,2175,2071.6666230000556,True
512,128,2,False,i512-o128-c1,1789047343.2021968,1,26.867332496990645,False,1789047338.4748092,1.8203258514404297,True,512,5218.9548209998975,qwen2.5:1.5b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789047337.98142,,i512-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047337.9832404,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 482.999, ""prompt_per_token_ms"": 0.943357421875, ""prompt_per_second"": 1060.0436025747465, ""predicted_n"": 128, ""predicted_ms"": 4726.93, ""predicted_per_token_ms"": 37.21992125984252, ""predicted_per_second"": 26.867332496990645}",ok,limit,639,491.56739200043376,True
512,128,0,False,,1789044751.717782,,17.641363580168886,False,1789044744.5180717,0.0059604644775390625,True,512,8557.584571000007,qwen2.5:3b-instruct-q8_0,nano,128,True,warmup,etri-dev0001-jetorn,1789044743.1601896,,warmup,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044743.1601956,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 1354.704, ""prompt_per_token_ms"": 2.64590625, ""prompt_per_second"": 377.94234017172755, ""predicted_n"": 128, ""predicted_ms"": 7198.99, ""predicted_per_token_ms"": 56.68496062992126, ""predicted_per_second"": 17.641363580168886}",ok,limit,639,1357.8749789994617,True
128,64,0,False,i128-o64-c1,1789044755.4331644,1,18.01727084104906,False,1789044751.9357078,26.08776092529297,True,128,3669.915471999957,qwen2.5:3b-instruct-q8_0,nano,64,True,measure,etri-dev0001-jetorn,1789044751.7371614,,i128-o64-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044751.7632492,"{""cache_n"": 0, ""prompt_n"": 128, ""prompt_ms"": 170.207, ""prompt_per_token_ms"": 1.3297421875, ""prompt_per_second"": 752.025474862961, ""predicted_n"": 64, ""predicted_ms"": 3496.645, ""predicted_per_token_ms"": 55.50230158730159, ""predicted_per_second"": 18.01727084104906}",ok,limit,191,172.4588519991812,True
512,128,0,False,i512-o128-c8,1789044763.5192032,8,18.069271326044067,False,1789044756.4894173,0.8013248443603516,True,512,7719.3108130004475,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.7998915,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 683.66, ""prompt_per_token_ms"": 1.3352734375, ""prompt_per_second"": 748.9102770382939, ""predicted_n"": 128, ""predicted_ms"": 7028.507, ""predicted_per_token_ms"": 55.3425748031496, ""predicted_per_second"": 18.069271326044067}",ok,limit,639,689.5252450003682,True
512,128,0,False,i512-o128-c8,1789044771.2363331,8,18.05279946324905,False,1789044764.1998842,2.9332637786865234,True,512,15434.309707000466,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8020234,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 681.4, ""prompt_per_token_ms"": 1.330859375, ""prompt_per_second"": 751.3941884355738, ""predicted_n"": 128, ""predicted_ms"": 7034.92, ""predicted_per_token_ms"": 55.393070866141734, ""predicted_per_second"": 18.05279946324905}",ok,limit,639,8397.86139700027,True
512,128,0,False,i512-o128-c8,1789044778.9583213,8,18.04346343570276,False,1789044771.918337,1.7101764678955078,True,512,23157.521467999686,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8008003,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 682.793, ""prompt_per_token_ms"": 1.333580078125, ""prompt_per_second"": 749.8612317349475, ""predicted_n"": 128, ""predicted_ms"": 7038.56, ""predicted_per_token_ms"": 55.42173228346457, ""predicted_per_second"": 18.04346343570276}",ok,limit,639,16117.537314000401,True
512,128,0,False,i512-o128-c8,1789044786.6715822,8,18.05999530440122,False,1789044779.6378188,5.188465118408203,True,512,30867.30347000048,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-5,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8042786,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 680.344, ""prompt_per_token_ms"": 1.328796875, ""prompt_per_second"": 752.5604694095928, ""predicted_n"": 128, ""predicted_ms"": 7032.117, ""predicted_per_token_ms"": 55.371, ""predicted_per_second"": 18.05999530440122}",ok,limit,639,23833.540603000074,True
512,128,0,False,i512-o128-c8,1789044794.3997602,8,18.02646028877254,False,1789044787.3530736,6.276369094848633,True,512,38594.39379000014,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-6,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8053665,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 682.325, ""prompt_per_token_ms"": 1.332666015625, ""prompt_per_second"": 750.3755541713992, ""predicted_n"": 128, ""predicted_ms"": 7045.199, ""predicted_per_token_ms"": 55.47400787401575, ""predicted_per_second"": 18.02646028877254}",ok,limit,639,31547.70742999972,True
512,128,0,False,i512-o128-c8,1789044802.1188972,8,18.051724302126736,False,1789044795.0823402,4.319667816162109,True,512,46315.48726500023,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-4,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8034098,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 683.344, ""prompt_per_token_ms"": 1.33465625, ""prompt_per_second"": 749.2565969701935, ""predicted_n"": 128, ""predicted_ms"": 7035.339, ""predicted_per_token_ms"": 55.396370078740155, ""predicted_per_second"": 18.051724302126736}",ok,limit,639,39278.93079400019,True
512,128,0,False,i512-o128-c8,1789044809.8361151,8,18.050531254139543,False,1789044802.7986627,3.5681724548339844,True,512,54033.456944000136,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8026583,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 680.465, ""prompt_per_token_ms"": 1.329033203125, ""prompt_per_second"": 752.4266494235559, ""predicted_n"": 128, ""predicted_ms"": 7035.804, ""predicted_per_token_ms"": 55.400031496062994, ""predicted_per_second"": 18.050531254139543}",ok,limit,639,46996.004788999926,True
512,128,0,False,i512-o128-c8,1789044817.5531921,8,18.05323059007624,False,1789044810.517541,8.181333541870117,True,512,61745.92018000021,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044755.7990901,,i512-o128-c8-7,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044755.8072715,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 682.469, ""prompt_per_token_ms"": 1.332947265625, ""prompt_per_second"": 750.2172259838908, ""predicted_n"": 128, ""predicted_ms"": 7034.752, ""predicted_per_token_ms"": 55.391748031496064, ""predicted_per_second"": 18.05323059007624}",ok,limit,639,54710.26936599992,True
2048,128,0,False,i2048-o128-c1,1789044848.632013,1,17.218641633563713,False,1789044841.2551978,1.6238689422607422,True,2048,10844.537375000073,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044837.785849,,i2048-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044837.787473,"{""cache_n"": 0, ""prompt_n"": 2048, ""prompt_ms"": 3459.901, ""prompt_per_token_ms"": 1.68940478515625, ""prompt_per_second"": 591.9244510175291, ""predicted_n"": 128, ""predicted_ms"": 7375.727, ""predicted_per_token_ms"": 58.0765905511811, ""predicted_per_second"": 17.218641633563713}",ok,limit,2175,3467.7219280001736,True
512,128,0,False,i512-o128-c2,1789044866.6517208,2,18.027785786183934,False,1789044859.6057096,1.3871192932128906,True,512,7875.5077440000605,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044858.7748227,,i512-o128-c2-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044858.7762098,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 822.746, ""prompt_per_token_ms"": 1.60692578125, ""prompt_per_second"": 622.3062767853019, ""predicted_n"": 128, ""predicted_ms"": 7044.681, ""predicted_per_token_ms"": 55.469929133858265, ""predicted_per_second"": 18.027785786183934}",ok,limit,639,829.4969139997193,True
512,128,0,False,i512-o128-c2,1789044874.36199,2,18.071197101550734,False,1789044867.3336647,1.912832260131836,True,512,15585.251841000172,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044858.7748227,,i512-o128-c2-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044858.7767355,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 682.687, ""prompt_per_token_ms"": 1.333373046875, ""prompt_per_second"": 749.9776617981594, ""predicted_n"": 128, ""predicted_ms"": 7027.758, ""predicted_per_token_ms"": 55.33667716535433, ""predicted_per_second"": 18.071197101550734}",ok,limit,639,8556.927292999717,True
512,256,0,False,i512-o256-c1,1789044903.4041982,1,18.08007730048422,False,1789044889.2997277,2.1665096282958984,True,512,14929.71235999994,qwen2.5:3b-instruct-q8_0,nano,256,True,measure,etri-dev0001-jetorn,1789044888.4723177,,i512-o256-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044888.4744842,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 818.872, ""prompt_per_token_ms"": 1.599359375, ""prompt_per_second"": 625.2503443761663, ""predicted_n"": 256, ""predicted_ms"": 14103.922, ""predicted_per_token_ms"": 55.30949803921569, ""predicted_per_second"": 18.08007730048422}",ok,limit,767,825.2419010004814,True
512,128,0,False,i512-o128-c4,1789044927.498677,4,17.954478751793324,False,1789044920.4239018,0.5786418914794922,True,512,7881.5744610001275,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044919.6165235,,i512-o128-c4-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044919.6171021,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 801.792, ""prompt_per_token_ms"": 1.566, ""prompt_per_second"": 638.5696040868454, ""predicted_n"": 128, ""predicted_ms"": 7073.444, ""predicted_per_token_ms"": 55.6964094488189, ""predicted_per_second"": 17.954478751793324}",ok,limit,639,806.7989910005053,True
512,128,0,False,i512-o128-c4,1789044935.2014685,4,18.086607792622086,False,1789044928.1779997,0.8368492126464844,True,512,15584.107951000078,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044919.6165235,,i512-o128-c4-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044919.6173604,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 680.058, ""prompt_per_token_ms"": 1.32823828125, ""prompt_per_second"": 752.8769604945461, ""predicted_n"": 128, ""predicted_ms"": 7021.77, ""predicted_per_token_ms"": 55.289527559055124, ""predicted_per_second"": 18.086607792622086}",ok,limit,639,8560.639428000286,True
512,128,0,False,i512-o128-c4,1789044942.9094274,4,18.072799227565714,False,1789044935.8814416,3.0753612518310547,True,512,23289.802220999263,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044919.6165235,,i512-o128-c4-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044919.6195989,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 680.72, ""prompt_per_token_ms"": 1.32953125, ""prompt_per_second"": 752.1447878716652, ""predicted_n"": 128, ""predicted_ms"": 7027.135, ""predicted_per_token_ms"": 55.331771653543306, ""predicted_per_second"": 18.072799227565714}",ok,limit,639,16261.816797999927,True
512,128,0,False,i512-o128-c4,1789044950.6162505,4,18.081215695520303,False,1789044943.5915112,2.4406909942626953,True,512,30997.28652199974,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044919.6165235,,i512-o128-c4-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044919.6189642,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 682.57, ""prompt_per_token_ms"": 1.33314453125, ""prompt_per_second"": 750.1062162122565, ""predicted_n"": 128, ""predicted_ms"": 7023.864, ""predicted_per_token_ms"": 55.30601574803149, ""predicted_per_second"": 18.081215695520303}",ok,limit,639,23972.547438999754,True
512,128,0,False,i512-o128-c1,1789044982.6266527,1,18.03476705471237,False,1789044975.5838478,1.4841556549072266,True,512,7851.70267400008,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789044974.7734642,,i512-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789044974.7749484,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 802.879, ""prompt_per_token_ms"": 1.568123046875, ""prompt_per_second"": 637.7050589192145, ""predicted_n"": 128, ""predicted_ms"": 7041.954, ""predicted_per_token_ms"": 55.44845669291338, ""predicted_per_second"": 18.03476705471237}",ok,limit,639,808.8977540000997,True
512,128,1,False,,1789045455.507004,,17.687322674144923,False,1789045448.3259118,0.0059604644775390625,True,512,8554.107521999867,qwen2.5:3b-instruct-q8_0,nano,128,True,warmup,etri-dev0001-jetorn,1789045446.9528904,,warmup,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789045446.9528964,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 1369.81, ""prompt_per_token_ms"": 2.67541015625, ""prompt_per_second"": 373.7744650717983, ""predicted_n"": 128, ""predicted_ms"": 7180.284, ""predicted_per_token_ms"": 56.53766929133858, ""predicted_per_second"": 17.687322674144923}",ok,limit,639,1373.0155220000597,True
2048,128,1,False,i2048-o128-c1,1789045468.50173,1,17.205321944764957,False,1789045461.119017,23.333311080932617,True,2048,10827.07110299998,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789045457.6513252,,i2048-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789045457.6746585,"{""cache_n"": 0, ""prompt_n"": 2048, ""prompt_ms"": 3440.546, ""prompt_per_token_ms"": 1.6799541015625, ""prompt_per_second"": 595.254357883894, ""predicted_n"": 128, ""predicted_ms"": 7381.437, ""predicted_per_token_ms"": 58.12155118110236, ""predicted_per_second"": 17.205321944764957}",ok,limit,2175,3444.358843000373,True
512,128,1,False,i512-o128-c8,1789045478.6474948,8,18.074213860644964,False,1789045471.6197066,3.210783004760742,True,512,7791.026951999811,qwen2.5:3b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789045470.8532572,,i512-o128-c8-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789045470.856468,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 759.245, ""prompt_per_token_ms"": 1.482900390625, ""prompt_per_second"": 674.3541281141133, ""predicted_n"": 128, ""predicted_ms"": 7026.585, ""predicted_per_token_ms"": 55.32744094488189, ""predicted_per_second"": 18.074213860644964}",ok,limit,639,763.2385329998215,True
