actual_input_tokens,actual_output_tokens,block,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens_requested,latency_ms,model,node,output_tokens_requested,partial_response,phase,physical_node,planned_at,pure_network_ms,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,status,stop_type,tokens_cached,ttft_ms,zero_prefix_reuse_verified
2048,128,0,False,i2048-o128-c1,1789043717.35393,1,38.0292238115643,False,1789043714.0132155,0.6077289581298828,True,2048,5024.053875999925,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043712.3292687,,i2048-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043712.3298764,"{""cache_n"": 0, ""prompt_n"": 2048, ""prompt_ms"": 1679.417, ""prompt_per_token_ms"": 0.82002783203125, ""prompt_per_second"": 1219.4708044517831, ""predicted_n"": 128, ""predicted_ms"": 3339.537, ""predicted_per_token_ms"": 26.295566929133855, ""predicted_per_second"": 38.0292238115643}",ok,limit,2175,1683.3390510000754,True
512,128,0,False,i512-o128-c2,1789043720.8135583,2,40.381570868543996,False,1789043717.6674662,1.058340072631836,True,512,3432.574548000048,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043717.3799255,,i512-o128-c2-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043717.3809838,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 284.011, ""prompt_per_token_ms"": 0.554708984375, ""prompt_per_second"": 1802.7470766977333, ""predicted_n"": 128, ""predicted_ms"": 3144.999, ""predicted_per_token_ms"": 24.763771653543305, ""predicted_per_second"": 40.381570868543996}",ok,limit,639,286.4821859998301,True
512,128,0,False,i512-o128-c2,1789043724.2468665,2,40.32507727650143,False,1789043721.097152,0.4277229309082031,True,512,6866.512694999983,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043717.3799255,,i512-o128-c2-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043717.3803532,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.887, ""prompt_per_token_ms"": 0.554466796875, ""prompt_per_second"": 1803.534504926256, ""predicted_n"": 128, ""predicted_ms"": 3149.405, ""predicted_per_token_ms"": 24.798464566929134, ""predicted_per_second"": 40.32507727650143}",ok,limit,639,3716.7987069997253,True
512,256,0,False,i512-o256-c1,1789043730.845459,1,40.486562747980194,False,1789043724.5454447,0.43320655822753906,True,512,6584.576605000166,llama3.2:1b-instruct-q8_0,nano,256,True,measure,etri-dev0001-jetorn,1789043724.2604487,,i512-o256-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043724.260882,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 281.917, ""prompt_per_token_ms"": 0.550619140625, ""prompt_per_second"": 1816.1373737660376, ""predicted_n"": 256, ""predicted_ms"": 6298.386, ""predicted_per_token_ms"": 24.69955294117647, ""predicted_per_second"": 40.486562747980194}",ok,limit,767,284.5623080002042,True
512,128,0,False,i512-o128-c4,1789043734.3275952,4,40.41543245785657,False,1789043731.1829386,1.5668869018554688,True,512,3432.6058060000832,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043730.8934224,,i512-o128-c4-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043730.8949893,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 285.02, ""prompt_per_token_ms"": 0.5566796875, ""prompt_per_second"": 1796.365167356677, ""predicted_n"": 128, ""predicted_ms"": 3142.364, ""predicted_per_token_ms"": 24.743023622047243, ""predicted_per_second"": 40.41543245785657}",ok,limit,639,287.94992199982516,True
512,128,0,False,i512-o128-c4,1789043737.7677457,4,40.23053681474249,False,1789043734.6105597,0.4611015319824219,True,512,6873.861746999864,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043730.8934224,,i512-o128-c4-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043730.8938835,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 284.16, ""prompt_per_token_ms"": 0.555, ""prompt_per_second"": 1801.8018018018017, ""predicted_n"": 128, ""predicted_ms"": 3156.806, ""predicted_per_token_ms"": 24.856740157480314, ""predicted_per_second"": 40.23053681474249}",ok,limit,639,3716.6753669998798,True
512,128,0,False,i512-o128-c4,1789043741.1943831,4,40.4457181837898,False,1789043738.0523145,3.0889511108398438,True,512,10297.87201199997,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043730.8934224,,i512-o128-c4-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043730.8965113,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 284.617, ""prompt_per_token_ms"": 0.555892578125, ""prompt_per_second"": 1798.908708896517, ""predicted_n"": 128, ""predicted_ms"": 3140.011, ""predicted_per_token_ms"": 24.724496062992127, ""predicted_per_second"": 40.4457181837898}",ok,limit,639,7155.803587000264,True
512,128,0,False,i512-o128-c4,1789043744.6276467,4,40.32763824520792,False,1789043741.4779305,2.479076385498047,True,512,13731.74501199992,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043730.8934224,,i512-o128-c4-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043730.8959014,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 284.698, ""prompt_per_token_ms"": 0.55605078125, ""prompt_per_second"": 1798.3968977653515, ""predicted_n"": 128, ""predicted_ms"": 3149.205, ""predicted_per_token_ms"": 24.79688976377953, ""predicted_per_second"": 40.32763824520792}",ok,limit,639,10582.029732999672,True
512,128,0,False,i512-o128-c1,1789043748.0765824,1,40.356766526890326,False,1789043744.928554,0.4932880401611328,True,512,3434.45431300006,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789043744.6416337,,i512-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789043744.642127,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.422, ""prompt_per_token_ms"": 0.55355859375, ""prompt_per_second"": 1806.493497329071, ""predicted_n"": 128, ""predicted_ms"": 3146.932, ""predicted_per_token_ms"": 24.77899212598425, ""predicted_per_second"": 40.356766526890326}",ok,limit,639,286.426241999834,True
512,128,1,False,,1789046697.687322,,38.98247752982466,False,1789046694.4290247,0.009298324584960938,True,512,3869.4285370002035,llama3.2:1b-instruct-q8_0,nano,128,True,warmup,etri-dev0001-jetorn,1789046693.8178847,,warmup,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046693.817894,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 606.469, ""prompt_per_token_ms"": 1.184509765625, ""prompt_per_second"": 844.2311148632493, ""predicted_n"": 128, ""predicted_ms"": 3257.874, ""predicted_per_token_ms"": 25.65255118110236, ""predicted_per_second"": 38.98247752982466}",ok,limit,639,611.1318789999132,True
2048,128,1,False,i2048-o128-c1,1789046702.8004787,1,38.31808354066333,False,1789046699.4388068,22.804737091064453,True,2048,5041.9166419997055,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046697.7357578,,i2048-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046697.7585626,"{""cache_n"": 0, ""prompt_n"": 2048, ""prompt_ms"": 1676.736, ""prompt_per_token_ms"": 0.81871875, ""prompt_per_second"": 1221.4206649108744, ""predicted_n"": 128, ""predicted_ms"": 3314.362, ""predicted_per_token_ms"": 26.097338582677168, ""predicted_per_second"": 38.31808354066333}",ok,limit,2175,1680.2445769999395,True
512,128,1,False,i512-o128-c8,1789046706.399727,8,40.616539886561526,False,1789046703.2373312,0.5803108215332031,True,512,3448.807478999697,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046702.9509199,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 281.094, ""prompt_per_token_ms"": 0.54901171875, ""prompt_per_second"": 1821.4547446761583, ""predicted_n"": 128, ""predicted_ms"": 3126.805, ""predicted_per_token_ms"": 24.620511811023622, ""predicted_per_second"": 40.616539886561526}",ok,limit,639,286.41030400012824,True
512,128,1,False,i512-o128-c8,1789046709.7725286,8,40.64014305330355,False,1789046706.646538,1.9757747650146484,True,512,6820.21277900003,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046702.9523153,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 281.341, ""prompt_per_token_ms"": 0.549494140625, ""prompt_per_second"": 1819.8556200482687, ""predicted_n"": 128, ""predicted_ms"": 3124.989, ""predicted_per_token_ms"": 24.6062125984252, ""predicted_per_second"": 40.64014305330355}",ok,limit,639,3694.222553000145,True
512,128,1,False,i512-o128-c8,1789046713.1832936,8,40.60965646468958,False,1789046710.054694,3.3309459686279297,True,512,10229.623601999265,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046702.9536705,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 282.816, ""prompt_per_token_ms"": 0.552375, ""prompt_per_second"": 1810.3643358225845, ""predicted_n"": 128, ""predicted_ms"": 3127.335, ""predicted_per_token_ms"": 24.62468503937008, ""predicted_per_second"": 40.60965646468958}",ok,limit,639,7101.024173999576,True
512,128,1,False,i512-o128-c8,1789046716.5915508,8,40.65213710205319,False,1789046713.466052,5.991935729980469,True,512,13635.218432000329,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-4,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046702.9563315,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.36, ""prompt_per_token_ms"": 0.5534375, ""prompt_per_second"": 1806.8887634105024, ""predicted_n"": 128, ""predicted_ms"": 3124.067, ""predicted_per_token_ms"": 24.59895275590551, ""predicted_per_second"": 40.65213710205319}",ok,limit,639,10509.720562999973,True
512,128,1,False,i512-o128-c8,1789046719.999094,8,40.6598289853996,False,1789046716.874531,5.145549774169922,True,512,17043.608767000478,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046702.955485,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.725, ""prompt_per_token_ms"": 0.554150390625, ""prompt_per_second"": 1804.5642787910829, ""predicted_n"": 128, ""predicted_ms"": 3123.476, ""predicted_per_token_ms"": 24.594299212598425, ""predicted_per_second"": 40.6598289853996}",ok,limit,639,13919.046055000763,True
512,128,1,False,i512-o128-c8,1789046723.39253,8,40.84645431870848,False,1789046720.2821174,52.063703536987305,True,512,20390.125328999602,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-5,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046703.0024033,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.373, ""prompt_per_token_ms"": 0.553462890625, ""prompt_per_second"": 1806.8058707075127, ""predicted_n"": 128, ""predicted_ms"": 3109.205, ""predicted_per_token_ms"": 24.481929133858266, ""predicted_per_second"": 40.84645431870848}",ok,limit,639,17279.713177999838,True
512,128,1,False,i512-o128-c8,1789046726.8039262,8,40.59664927403921,False,1789046723.674508,52.89626121520996,True,512,23800.69031400035,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-6,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046703.0032358,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 282.82, ""prompt_per_token_ms"": 0.5523828125, ""prompt_per_second"": 1810.338731348561, ""predicted_n"": 128, ""predicted_ms"": 3128.337, ""predicted_per_token_ms"": 24.632574803149605, ""predicted_per_second"": 40.59664927403921}",ok,limit,639,20671.272497000245,True
512,128,1,False,i512-o128-c8,1789046730.218242,8,40.534597076529955,False,1789046727.0843413,53.64823341369629,True,512,27214.253914000437,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046702.9503396,,i512-o128-c8-7,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046703.0039878,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 281.041, ""prompt_per_token_ms"": 0.548908203125, ""prompt_per_second"": 1821.7982429609915, ""predicted_n"": 128, ""predicted_ms"": 3133.126, ""predicted_per_token_ms"": 24.670283464566932, ""predicted_per_second"": 40.534597076529955}",ok,limit,639,24080.353300000752,True
512,128,1,False,i512-o128-c2,1789046749.953954,2,39.18222077422834,False,1789046746.7122312,2.6984214782714844,True,512,3628.3150310000565,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046746.3229403,,i512-o128-c2-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046746.3256388,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 380.987, ""prompt_per_token_ms"": 0.744115234375, ""prompt_per_second"": 1343.8778750981003, ""predicted_n"": 128, ""predicted_ms"": 3241.266, ""predicted_per_token_ms"": 25.521779527559055, ""predicted_per_second"": 39.18222077422834}",ok,limit,639,386.5923399998792,True
512,128,1,False,i512-o128-c2,1789046753.3589926,2,40.66984190319489,False,1789046750.236189,3.7908554077148438,True,512,7032.261196000036,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046746.3229403,,i512-o128-c2-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046746.3267312,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 282.357, ""prompt_per_token_ms"": 0.551478515625, ""prompt_per_second"": 1813.3072670413694, ""predicted_n"": 128, ""predicted_ms"": 3122.707, ""predicted_per_token_ms"": 24.58824409448819, ""predicted_per_second"": 40.66984190319489}",ok,limit,639,3909.4577970008686,True
512,128,1,False,i512-o128-c1,1789046765.0001562,1,39.772214817561405,False,1789046761.8055162,2.2072792053222656,True,512,3583.7672510006087,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046761.41418,,i512-o128-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046761.4163873,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 382.757, ""prompt_per_token_ms"": 0.747572265625, ""prompt_per_second"": 1337.663321637488, ""predicted_n"": 128, ""predicted_ms"": 3193.184, ""predicted_per_token_ms"": 25.143181102362206, ""predicted_per_second"": 39.772214817561405}",ok,limit,639,389.12748900020233,True
512,128,1,False,i512-o128-c4,1789046772.6957223,4,39.43304594819243,False,1789046769.4740922,0.7810592651367188,True,512,3577.5448280001,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046769.1173947,,i512-o128-c4-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046769.1181757,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 348.698, ""prompt_per_token_ms"": 0.68105078125, ""prompt_per_second"": 1468.3192906182428, ""predicted_n"": 128, ""predicted_ms"": 3220.649, ""predicted_per_token_ms"": 25.35944094488189, ""predicted_per_second"": 39.43304594819243}",ok,limit,639,355.9147350006242,True
512,128,1,False,i512-o128-c4,1789046776.107449,4,40.60542366963683,False,1789046772.9787393,2.3691654205322266,True,512,6987.684769000225,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046769.1173947,,i512-o128-c4-1,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046769.1197639,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.418, ""prompt_per_token_ms"": 0.55355078125, ""prompt_per_second"": 1806.51899314793, ""predicted_n"": 128, ""predicted_ms"": 3127.661, ""predicted_per_token_ms"": 24.627251968503938, ""predicted_per_second"": 40.60542366963683}",ok,limit,639,3858.975121000185,True
512,128,1,False,i512-o128-c4,1789046779.519711,4,40.59962124069885,False,1789046776.3905008,4.561901092529297,True,512,10397.754540999813,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046769.1173947,,i512-o128-c4-3,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046769.1219566,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.616, ""prompt_per_token_ms"": 0.5539375, ""prompt_per_second"": 1805.2578133814736, ""predicted_n"": 128, ""predicted_ms"": 3128.108, ""predicted_per_token_ms"": 24.63077165354331, ""predicted_per_second"": 40.59962124069885}",ok,limit,639,7268.544665999798,True
512,128,1,False,i512-o128-c4,1789046782.9226708,4,40.72276168302364,False,1789046779.8030407,3.239870071411133,True,512,13802.036283999769,llama3.2:1b-instruct-q8_0,nano,128,True,measure,etri-dev0001-jetorn,1789046769.1173947,,i512-o128-c4-2,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046769.1206346,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 283.83, ""prompt_per_token_ms"": 0.55435546875, ""prompt_per_second"": 1803.896698728112, ""predicted_n"": 128, ""predicted_ms"": 3118.649, ""predicted_per_token_ms"": 24.556291338582675, ""predicted_per_second"": 40.72276168302364}",ok,limit,639,10682.406316999732,True
128,64,1,False,i128-o64-c1,1789046798.9184036,1,36.16619918505498,False,1789046797.175947,0.5693435668945312,True,128,1890.1573819994155,llama3.2:1b-instruct-q8_0,nano,64,True,measure,etri-dev0001-jetorn,1789046797.0276768,,i128-o64-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046797.0282462,"{""cache_n"": 0, ""prompt_n"": 128, ""prompt_ms"": 144.65, ""prompt_per_token_ms"": 1.130078125, ""prompt_per_second"": 884.8945731075008, ""predicted_n"": 64, ""predicted_ms"": 1741.958, ""predicted_per_token_ms"": 27.650126984126985, ""predicted_per_second"": 36.16619918505498}",ok,limit,191,147.70065899938345,True
512,256,1,False,i512-o256-c1,1789046809.661418,1,40.39819630766823,False,1789046803.3479314,1.5037059783935547,True,512,6707.589846000701,llama3.2:1b-instruct-q8_0,nano,256,True,measure,etri-dev0001-jetorn,1789046802.9523222,,i512-o256-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789046802.953826,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 388.807, ""prompt_per_token_ms"": 0.759388671875, ""prompt_per_second"": 1316.8487192874613, ""predicted_n"": 256, ""predicted_ms"": 6312.163, ""predicted_per_token_ms"": 24.75358039215686, ""predicted_per_second"": 40.39819630766823}",ok,limit,767,394.1035980005836,True
512,128,2,False,,1789047403.5654,,38.808713075572186,False,1789047400.292602,0.009298324584960938,True,512,4018.8838240001132,llama3.2:1b-instruct-q8_0,nano,128,True,warmup,etri-dev0001-jetorn,1789047399.546504,,warmup,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047399.5465133,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 741.763, ""prompt_per_token_ms"": 1.448755859375, ""prompt_per_second"": 690.2474240424502, ""predicted_n"": 128, ""predicted_ms"": 3272.461, ""predicted_per_token_ms"": 25.767409448818896, ""predicted_per_second"": 38.808713075572186}",ok,limit,639,746.0874389998935,True
128,64,2,False,i128-o64-c1,1789047405.2577722,1,39.613821828347646,False,1789047403.6666481,18.213987350463867,True,128,1664.811166000618,llama3.2:1b-instruct-q8_0,nano,64,True,measure,etri-dev0001-jetorn,1789047403.5747468,,i128-o64-c1-0,etri-dev0001-jetorn,False,workload,etri-dev0001-jetorn,1789047403.5929608,"{""cache_n"": 0, ""prompt_n"": 128, ""prompt_ms"": 71.483, ""prompt_per_token_ms"": 0.5584609375, ""prompt_per_second"": 1790.63553572178, ""predicted_n"": 64, ""predicted_ms"": 1590.354, ""predicted_per_token_ms"": 25.243714285714287, ""predicted_per_second"": 39.613821828347646}",ok,limit,191,73.68714099993667,True
