activation_required,activation_time_ms,active_requests,actual_latency_ms,candidate_predicted_e2e_ms,completed_timestamp,concurrency,cpu_utilization_percent,event,experiment,gpu_measurement_attributable,gpu_memory_used_mib,gpu_utilization_percent,inference_process_rss_mib,method,model_cache_bytes,model_load_ms,model_remote_download_ms,node_state_before,phase,physical_node,placement_mode,predicted_e2e_ms,queue_length,ram_utilization_percent,ready_timestamp,request_id,requested_concurrency,rtt_ms,selected_node,selection_reason,status,temperature_celsius,timestamp,tokens_per_second,ttft_ms,worker_actual_e2e_ms,worker_start_ms
False,0.0,0,502.886,"{""agx"": 2174.771, ""nano"": 416.281, ""spark"": 1867.597}",1788493087.8095558,1,28.571,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,416.281,0,42.033,,586583ad-3af8-45d6-b895-a428c4c73f7d,1,17.085,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.375,1788493087.3066685,24.572,86.633,403.927,0.0
False,0.0,0,470.712,"{""agx"": 2167.376, ""nano"": 418.665, ""spark"": 1869.278}",1788493088.283859,1,97.797,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,418.665,0,42.03,,47c3ff9e-dab9-4a07-ae67-01994a20832a,1,18.289,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.437,1788493087.8131459,23.67,55.53,391.606,0.0
False,0.0,0,445.765,"{""agx"": 2159.175, ""nano"": 412.308, ""spark"": 1867.789}",1788493088.7308059,1,85.765,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,412.308,0,42.033,,1d561cfe-ec02-4331-9815-3b9876ea0aab,1,14.127,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.687,1788493088.2850404,25.062,60.049,378.803,0.0
False,0.0,0,415.46,"{""agx"": 2156.204, ""nano"": 408.945, ""spark"": 1861.998}",1788493089.14707,1,94.366,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,408.945,0,42.028,,46f817a3-6eba-4b40-9ba9-8e229c4b104c,1,15.612,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.656,1788493088.7316105,25.763,54.723,365.846,0.0
False,0.0,0,469.716,"{""agx"": 2167.662, ""nano"": 404.587, ""spark"": 1863.801}",1788493089.6196775,1,89.641,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,404.587,0,42.027,,866b3368-b60c-428e-bd58-4cdecf47e191,1,18.128,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.718,1788493089.1499605,23.227,61.342,401.045,0.0
False,0.0,0,457.616,"{""agx"": 2156.662, ""nano"": 401.889, ""spark"": 1869.074}",1788493090.0781887,1,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,401.889,0,42.03,,edfdb671-4278-4dc0-8db5-094511c5d950,1,11.787,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.937,1788493089.6205723,22.977,59.477,405.558,0.0
False,0.0,0,405.367,"{""agx"": 2156.97, ""nano"": 411.399, ""spark"": 1865.39}",1788493090.4870005,1,96.875,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,411.399,0,42.03,,601331a5-6fd3-41c9-8aff-7f828138ec62,1,17.436,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.812,1788493090.081631,27.043,57.103,352.444,0.0
False,0.0,0,419.685,"{""agx"": 2159.983, ""nano"": 402.711, ""spark"": 1869.012}",1788493090.9076512,1,88.889,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,402.711,0,42.03,,6761c417-1b5a-4298-8422-af48b9d5aa0d,1,19.13,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.906,1788493090.4879653,27.478,59.071,351.0,0.0
False,0.0,0,464.938,"{""agx"": 2181.874, ""nano"": 399.515, ""spark"": 1877.935}",1788493091.375853,1,0.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,399.515,0,42.029,,eb446aff-c8c9-4198-b6ac-89611ca3536c,1,24.082,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.187,1788493090.9109135,27.13,50.488,346.448,0.0
False,0.0,0,426.586,"{""agx"": 2159.41, ""nano"": 387.114, ""spark"": 1858.796}",1788493091.8040903,1,77.778,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,387.114,0,42.032,,86aa7a71-df69-4e8a-9bb9-fcb8496d2174,1,18.931,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.187,1788493091.3775043,25.406,57.595,373.531,0.0
False,0.0,0,480.037,"{""agx"": 2175.615, ""nano"": 384.779, ""spark"": 1864.627}",1788493092.2878191,1,94.521,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,384.779,0,42.033,,3ce670a5-976c-48ef-965e-df8cd4335b66,1,15.262,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.968,1788493091.8077812,23.354,55.256,399.097,0.0
False,0.0,0,473.166,"{""agx"": 2171.599, ""nano"": 397.355, ""spark"": 1876.371}",1788493092.7643666,1,76.19,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,397.355,0,42.033,,927c1d46-7592-49cf-bb2e-12fb2541472a,1,20.446,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.218,1788493092.2912004,26.254,63.338,371.185,0.0
False,0.0,0,439.652,"{""agx"": 2175.646, ""nano"": 389.68, ""spark"": 1859.913}",1788493093.2084923,1,80.071,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,389.68,0,42.031,,83fb6c13-467a-46c4-8679-811dcb15d436,1,14.205,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.937,1788493092.7688394,25.86,54.848,362.686,0.0
False,0.0,0,447.662,"{""agx"": 2172.287, ""nano"": 391.237, ""spark"": 1873.925}",1788493093.6601799,1,0.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_1,etri-dev0001-jetorn,dynamic,391.237,0,42.034,,0f1e6c0d-e428-4945-977f-a9340907a32a,1,18.962,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.156,1788493093.212517,26.787,61.558,361.472,0.0
False,0.0,0,453.723,"{""agx"": 2177.14, ""nano"": 384.19, ""spark"": 1862.35}",1788493094.1198747,2,81.784,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,384.19,0,42.03,,e370c5e0-c74f-4f55-9acf-50104183ab48,2,14.619,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.437,1788493093.6661506,26.681,72.576,368.632,0.0
False,0.0,1,866.881,"{""agx"": 2157.602, ""nano"": 755.832, ""spark"": 1865.724}",1788493094.534511,2,8.511,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,755.832,0,42.03,,808b61ca-8e00-41e7-8a4a-cd9b9b3a92c7,2,16.69,nano,hold:nano:hysteresis_or_improvement_gate,ok,39.593,1788493093.6676283,24.07,396.078,722.492,0.0
False,0.0,1,831.219,"{""agx"": 2157.191, ""nano"": 757.288, ""spark"": 1867.943}",1788493094.9520001,2,99.561,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,757.288,0,42.03,,57413a62-f728-46cb-84e7-26a3b1fa2033,2,18.622,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.312,1788493094.1207821,23.096,412.071,759.628,0.0
False,0.0,1,819.304,"{""agx"": 2172.468, ""nano"": 820.235, ""spark"": 1860.521}",1788493095.355934,2,99.281,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,820.235,0,42.03,,445db723-9c16-4b4b-9f7f-e74d6ea5651f,2,59.445,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.531,1788493094.536629,24.096,323.965,659.758,0.0
False,0.0,1,839.396,"{""agx"": 2161.923, ""nano"": 844.023, ""spark"": 1867.957}",1788493095.7958508,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,844.023,0,42.031,,bbbf47ca-c0e6-4e8f-86d3-92e47f806c81,2,67.447,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.843,1788493094.9564536,22.331,321.475,687.736,0.0
False,0.0,1,824.019,"{""agx"": 2164.166, ""nano"": 799.582, ""spark"": 1866.392}",1788493096.1836534,2,99.134,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,799.582,0,42.021,,d2e3b796-461e-4d61-8507-469fa039fb5d,2,15.412,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.406,1788493095.3596334,24.976,391.668,708.433,0.0
False,0.0,1,752.921,"{""agx"": 2173.939, ""nano"": 860.351, ""spark"": 1869.545}",1788493096.5522947,2,98.624,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,860.351,0,42.022,,ff4c68c6-62c4-4b6c-a658-2567b07bda1e,2,52.619,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.843,1788493095.7993724,26.036,259.884,568.049,0.0
False,0.0,1,812.621,"{""agx"": 2170.74, ""nano"": 870.871, ""spark"": 1870.091}",1788493096.9999776,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,870.871,0,42.02,,8ff3997c-4613-484b-9cda-5198c00ad9b8,2,72.895,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.968,1788493096.1873558,22.214,279.921,643.781,0.0
False,0.0,1,863.839,"{""agx"": 2169.271, ""nano"": 864.252, ""spark"": 1872.928}",1788493097.4201126,2,90.476,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,864.252,0,42.018,,a92682b2-dc66-430d-9820-f1b462f417eb,2,80.216,nano,hold:nano:hysteresis_or_improvement_gate,ok,40.718,1788493096.556273,22.513,320.138,667.765,0.0
False,0.0,1,817.39,"{""agx"": 2166.505, ""nano"": 871.811, ""spark"": 1857.599}",1788493097.8211892,2,99.495,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,871.811,0,42.019,,67341992-83aa-4d97-b0f5-5159e5badb71,2,64.299,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.062,1788493097.0037982,23.698,337.537,676.883,0.0
False,0.0,1,789.829,"{""agx"": 2169.401, ""nano"": 888.154, ""spark"": 1869.128}",1788493098.2133217,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,888.154,0,42.019,,178dfadd-8a8d-476c-9127-db87b8a98eb7,2,72.784,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.25,1788493097.423492,24.703,308.564,627.735,0.0
False,0.0,1,765.255,"{""agx"": 2175.164, ""nano"": 870.974, ""spark"": 1868.528}",1788493098.589891,2,98.969,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,870.974,0,42.019,,1cef438c-bc21-4a87-ac84-7581ea73c823,2,59.956,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.218,1788493097.8246348,25.828,287.174,597.584,0.0
False,0.0,1,767.35,"{""agx"": 2172.564, ""nano"": 865.509, ""spark"": 1871.91}",1788493098.984045,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,865.509,0,42.019,,bc5e38b3-54a7-4da6-ad96-68093a08b99a,2,61.709,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.281,1788493098.216695,24.523,267.901,595.976,0.0
False,0.0,1,772.332,"{""agx"": 2171.146, ""nano"": 869.328, ""spark"": 1869.192}",1788493099.3658667,2,99.563,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,869.328,0,42.02,,dbb95cde-1ee3-4197-99b7-d7157dc19a09,2,78.516,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.218,1788493098.5935338,25.241,263.348,580.768,0.0
False,0.0,1,772.529,"{""agx"": 2170.383, ""nano"": 853.526, ""spark"": 1869.448}",1788493099.7597513,2,98.361,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,853.526,0,42.023,,16a3e488-1d5d-4264-a6fe-03068eb302b9,2,64.212,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.25,1788493098.987221,25.813,307.851,615.712,0.0
False,0.0,1,810.524,"{""agx"": 2175.447, ""nano"": 852.033, ""spark"": 1868.568}",1788493100.1795685,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,852.033,0,42.022,,b03fedb6-ed84-4d98-b7f3-d14ac86c9128,2,71.155,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.093,1788493099.3690434,22.858,271.841,615.128,0.0
False,0.0,1,796.059,"{""agx"": 2169.555, ""nano"": 849.956, ""spark"": 1869.481}",1788493100.5566714,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,849.956,0,42.023,,f92778be-f2fa-4bcf-939a-f642d0663027,2,67.54,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.281,1788493099.7606127,26.051,327.196,630.876,0.0
False,0.0,1,739.369,"{""agx"": 2169.847, ""nano"": 865.062, ""spark"": 1868.886}",1788493100.9224558,2,99.248,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,865.062,0,42.024,,9eff6326-3ef7-4f18-8a18-4614fcdf23d1,2,68.97,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.25,1788493100.1830862,26.295,259.91,565.953,0.0
False,0.0,1,1377.822,"{""agx"": 2163.867, ""nano"": 853.22, ""spark"": 1860.36}",1788493101.9379313,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,853.22,0,42.025,,1c489691-103c-44c3-8f01-4734fad4bd96,2,67.932,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.625,1788493100.560108,21.697,847.272,1217.715,0.0
False,0.0,1,1454.202,"{""agx"": 2162.928, ""nano"": 792.566, ""spark"": 1867.747}",1788493102.3801193,2,99.533,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,792.566,0,42.022,,e836bcd8-1ce0-444c-9135-d9a7f128ec7d,2,21.092,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.093,1788493100.9259167,22.195,1016.284,1376.057,0.0
False,0.0,1,822.703,"{""agx"": 2169.675, ""nano"": 1102.572, ""spark"": 1863.606}",1788493102.7641442,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,1102.572,0,42.024,,faa9587d-6575-4fd1-b7d8-55d1027aaaa8,2,18.864,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.125,1788493101.9414396,25.788,419.966,732.015,0.0
False,0.0,1,845.858,"{""agx"": 2169.539, ""nano"": 1117.764, ""spark"": 1859.183}",1788493103.2305262,2,100.0,request_completed,increasing,False,,,1657.801,cached_on_demand,1321098329,0.0,0.0,ACTIVE,concurrency_2,etri-dev0001-jetorn,dynamic,1117.764,0,42.049,,717317b7-5802-473f-ab0e-6e40f0bdcb0d,2,84.244,nano,hold:nano:hysteresis_or_improvement_gate,ok,41.343,1788493102.3846676,20.411,260.224,646.189,0.0
