request_id,method,selected_node,requested_concurrency,nano_expected_ms,activation_time_ms,rtt_ms,worker_actual_e2e_ms,offload_cost_ms,offloading_gain_ms,beneficial
39013a6d-556f-4cdd-9ce6-393372059a0b,cached_on_demand,spark,32,,0.0,19.182,6470.713,6489.8949999999995,,False
574b777e-1fb8-4631-96e8-380591ad6268,cached_on_demand,spark,32,,0.0,18.402,6493.701,6512.103,,False
c24a864f-4e04-4f1b-a456-874755e3a7ac,cached_on_demand,spark,32,,0.0,19.352,6486.826,6506.178,,False
270eb29f-bc38-4ea4-9115-c46f029db4ff,cached_on_demand,spark,32,,0.0,18.888,6489.747,6508.635,,False
fecff285-8048-4bd3-b6b3-7338dc054db8,cached_on_demand,spark,32,,0.0,10.268,6505.836,6516.104,,False
7ddb921c-ec97-48ed-87fa-8ab2c02f5481,cached_on_demand,spark,32,,0.0,15.613,6459.832,6475.445000000001,,False
ed9d8d82-d586-4e09-be8d-9f654a456f24,cached_on_demand,spark,32,,0.0,22.947,6480.682,6503.629,,False
2aee5387-ca82-4081-8c1f-16680693b80b,cached_on_demand,spark,32,,0.0,6.006,6531.527,6537.533,,False
88b4bd99-6e3d-4ac4-a470-e2ab244bedd7,cached_on_demand,spark,32,,0.0,6.757,6536.881,6543.638,,False
e51fb64a-399e-49da-8743-d9427b2b441c,cached_on_demand,spark,32,,0.0,10.282,6508.118,6518.400000000001,,False
eb5fe74d-94bf-4438-acea-f9e97eea8aa1,cached_on_demand,spark,32,,0.0,17.469,6497.519,6514.988,,False
9028f128-92e0-43e9-8cc8-5b66e961972f,cached_on_demand,spark,32,,0.0,8.91,6521.028,6529.938,,False
00f777cd-5eb9-4fb7-abac-45ac06813e87,cached_on_demand,spark,32,,0.0,6.795,6524.59,6531.385,,False
26eb2c89-719c-40a4-a102-e751898db0da,cached_on_demand,spark,32,,0.0,14.478,6523.828,6538.3060000000005,,False
d7442ca0-9778-400b-9510-e1858ba126b1,cached_on_demand,spark,32,,0.0,20.086,6502.846,6522.932,,False
42c591a5-d7cf-4237-b16d-c482981d29e3,cached_on_demand,spark,32,,0.0,17.988,6471.14,6489.128000000001,,False
4ba2718a-e067-4871-bdad-73270916b7cb,cached_on_demand,spark,32,,0.0,18.978,6502.795,6521.773,,False
86586a60-0b13-49ca-8099-4b5e4ac99234,cached_on_demand,spark,32,,0.0,15.64,6495.993,6511.633000000001,,False
4bab1c71-6710-4583-ba45-8aecd7a0ad5f,cached_on_demand,spark,32,,0.0,16.094,6528.702,6544.796,,False
90c44171-4eab-4efe-bbe6-e2d3c1f16faa,cached_on_demand,spark,32,,0.0,10.795,6510.109,6520.904,,False
4fd3d44a-d874-4f9d-9bc6-84a60cac1133,cached_on_demand,spark,32,,0.0,8.37,6499.69,6508.0599999999995,,False
db790f73-6b74-46aa-943d-8cd96c0eb160,cached_on_demand,spark,32,,0.0,17.635,6503.743,6521.378000000001,,False
4bdf2cce-fd9b-4a98-9920-ef41c342df9a,cached_on_demand,spark,32,,0.0,7.57,6511.661,6519.231,,False
52efcb74-d00e-400a-a6ac-964bad7c140c,cached_on_demand,spark,32,,0.0,10.431,6506.247,6516.678,,False
c6ed744d-c3ad-43b4-981d-a7836198b05a,cached_on_demand,spark,32,,0.0,16.282,6510.717,6526.999,,False
53292181-05be-405f-b2b5-107e117687a7,cached_on_demand,spark,32,,0.0,5.996,6509.886,6515.8820000000005,,False
ddc356bd-0ce3-404f-bae8-20d23d4410bd,cached_on_demand,spark,32,,0.0,7.575,6520.532,6528.107,,False
9d5078a9-98a0-4d4f-80ff-5a9f0ff519ad,cached_on_demand,spark,32,,0.0,7.821,6508.88,6516.701,,False
fcb5ae0e-e844-44a1-be28-a5f23622ce88,cached_on_demand,spark,32,,0.0,19.392,6501.144,6520.536,,False
f562018e-26b3-4459-bad6-437862c87b45,cached_on_demand,spark,32,,0.0,13.328,6504.668,6517.996,,False
704b0f5c-676f-4817-89ad-cd2b880aad4e,cached_on_demand,spark,32,,0.0,13.626,6422.494,6436.12,,False
f4ff6489-8ad7-40d9-9cff-a2db92bfaae0,cached_on_demand,spark,32,,0.0,8.958,6525.734,6534.692,,False
d621c68c-6136-4e6f-beb9-bdddf40e43d3,cached_on_demand,spark,32,,0.0,9.891,6521.366,6531.257,,False
4aa02e28-cdfa-4400-a39c-f43985aac86c,cached_on_demand,spark,32,,0.0,18.263,6503.406,6521.669,,False
535edadf-4b4c-4d87-8010-a11adca03bf1,cached_on_demand,spark,32,,0.0,13.667,6512.466,6526.133000000001,,False
813b3c45-a9c6-4ea6-a5b8-aefb0c12c9c9,cached_on_demand,spark,32,,0.0,20.766,6511.314,6532.08,,False
1169953d-2eb5-41bb-ad31-af39ecdee102,cached_on_demand,spark,32,,0.0,18.895,6541.079,6559.974,,False
efcbc7be-54a9-47a9-8007-ef74624ea034,cached_on_demand,spark,32,,0.0,16.712,6548.588,6565.3,,False
a7548149-0290-466c-a4ce-87bdd4d3e121,cached_on_demand,spark,32,,0.0,16.116,6543.469,6559.585,,False
718e76ba-25fb-4164-a131-74116b70a1f9,cached_on_demand,spark,32,,0.0,6.267,6561.869,6568.1359999999995,,False
fda8b6b3-ce10-44cf-92e5-b1c8df57773d,cached_on_demand,spark,32,,0.0,17.839,6529.675,6547.514,,False
90ff8f61-a0b5-4a90-bdfe-a42445522c68,cached_on_demand,spark,32,,0.0,7.916,6543.571,6551.487,,False
66fd435a-93f8-4875-bcfd-4ada958ebf43,cached_on_demand,spark,32,,0.0,18.826,6528.227,6547.053,,False
9826cbbf-6807-4214-bd97-b6e0eee7cc77,cached_on_demand,spark,32,,0.0,17.45,6530.925,6548.375,,False
