request_id,method,selected_node,requested_concurrency,nano_expected_ms,activation_time_ms,rtt_ms,worker_actual_e2e_ms,offload_cost_ms,offloading_gain_ms,beneficial
91e826d0-5d08-4760-8ec2-4e5f174ae72b,cached_on_demand,agx,16,,0.0,10.543,784.613,795.1560000000001,,False
42ef0838-d7a5-4caf-984e-06afca3624ad,cached_on_demand,agx,16,,0.0,8.551,933.599,942.1500000000001,,False
b8600360-0cb4-4aa8-b60a-0a2898123b91,cached_on_demand,agx,16,,0.0,9.502,1064.204,1073.706,,False
d982264f-68d0-4f7e-8abb-d3d7b76b2138,cached_on_demand,agx,16,,0.0,8.713,1213.125,1221.838,,False
a5617f18-0fe1-4d2b-b0c1-01fa02e8366a,cached_on_demand,agx,16,,0.0,9.305,1368.541,1377.846,,False
e0ef838f-711b-43af-a0d4-83055f4724ab,cached_on_demand,agx,16,,0.0,10.316,1513.283,1523.599,,False
597462c7-bded-4e8e-902b-05f96340fd81,cached_on_demand,agx,16,,0.0,10.324,1660.89,1671.2140000000002,,False
a895227d-77d9-4315-9d8e-af66de7d4782,cached_on_demand,agx,16,,0.0,8.785,1810.184,1818.969,,False
bc1adec7-fc32-49e6-bcb2-6fec73189c22,cached_on_demand,agx,16,,0.0,9.194,1953.327,1962.521,,False
0375b03f-e19e-4d8b-98fa-776169096fa3,cached_on_demand,agx,16,,0.0,8.866,2097.303,2106.169,,False
eee5a367-568c-4768-9ac2-aeeb812259dc,cached_on_demand,agx,16,,0.0,8.673,2245.17,2253.843,,False
793b5851-0ba9-4d1a-8e54-4d37fecbc714,cached_on_demand,agx,16,,0.0,9.324,2396.993,2406.317,,False
9fe145da-b3db-4e4a-bf27-8b0c38b5cd4e,cached_on_demand,agx,16,,0.0,7.378,2543.426,2550.804,,False
e762cba6-4f3a-454b-971d-fa7df44bf215,cached_on_demand,spark,16,,1195.531,14.428,259.776,1469.7350000000001,,False
c763feb4-b398-4a34-8ec4-4d5860c3cc16,cached_on_demand,agx,16,,0.0,9.509,2671.617,2681.126,,False
c7c0a186-e3fe-4a62-8ec0-9a8f3974e6d9,cached_on_demand,spark,16,,0.0,18.549,398.136,416.685,,False
cf76bb64-ef8a-4d1b-ac49-2c03cec56447,cached_on_demand,agx,16,,0.0,8.469,2829.459,2837.928,,False
6ac4bf34-fa3b-4ce9-9436-842d5bda7bf4,cached_on_demand,spark,16,,0.0,9.999,546.731,556.73,,False
34b322bf-8b73-4e4c-9230-d5dce206c90e,cached_on_demand,agx,16,,0.0,8.987,2979.342,2988.329,,False
2f03e567-60a5-4e8d-99d2-cf132f0f806b,cached_on_demand,spark,16,,0.0,17.609,689.101,706.71,,False
bfcf5951-e32e-4ed2-8d7d-0f6d6ead083f,cached_on_demand,agx,16,,0.0,8.634,3123.289,3131.9230000000002,,False
8c40d71e-e523-4b5e-99f8-d444b9597026,cached_on_demand,spark,16,,0.0,17.618,836.815,854.4330000000001,,False
c97baa5e-f74a-458c-b410-84cf58db8e0f,cached_on_demand,agx,16,,0.0,9.75,3152.637,3162.387,,False
da5e0901-856a-4f76-8098-7c58cc7cbe81,cached_on_demand,spark,16,,0.0,18.244,983.301,1001.5450000000001,,False
001283c9-a8d4-4655-8722-20b8faf893ef,cached_on_demand,agx,16,,0.0,9.67,3150.703,3160.373,,False
ec8c77dd-643a-47a2-8633-ce201a4769d2,cached_on_demand,spark,16,,0.0,15.648,1129.095,1144.743,,False
33019f90-62e6-46d0-831f-c2e07afe9145,cached_on_demand,agx,16,,0.0,10.098,3167.695,3177.793,,False
248e97d0-17c6-4b9a-9686-066fc32c9ace,cached_on_demand,spark,16,,0.0,8.397,1276.429,1284.826,,False
ce024448-3e63-48ad-93f9-ce8c3f545e2b,cached_on_demand,agx,16,,0.0,10.853,3141.225,3152.078,,False
b0697215-1c91-413b-a72e-9a0866c7a048,cached_on_demand,spark,16,,0.0,9.791,1421.723,1431.514,,False
15fb4ab2-f292-4652-8215-21fa6998facf,cached_on_demand,spark,16,,0.0,17.605,1565.731,1583.336,,False
e76f2448-03c3-4ea9-ae2e-996bcc00a615,cached_on_demand,spark,16,,0.0,16.709,1703.134,1719.843,,False
16fa6969-0d87-43f0-904b-447473d901f0,cached_on_demand,spark,16,,0.0,8.805,1857.703,1866.508,,False
a0e00857-12f6-43ee-87a9-02bc2e718435,cached_on_demand,spark,16,,0.0,17.439,1983.399,2000.838,,False
7dc00518-d5a2-48f9-a3a2-7d971d0f3c90,cached_on_demand,spark,16,,0.0,13.311,2133.407,2146.7180000000003,,False
d0cec0f5-2b03-4497-bcfd-394da6ce135b,cached_on_demand,spark,16,,0.0,9.3,2187.781,2197.081,,False
eee6be00-cd9b-4c32-a83a-838f0049fbed,cached_on_demand,spark,16,,0.0,7.957,2329.286,2337.243,,False
9c7e9385-2303-4d73-bec0-c597985089ea,cached_on_demand,spark,16,,0.0,9.635,2396.669,2406.304,,False
45c7988c-cecb-4c97-8f2c-d798031465b0,cached_on_demand,spark,16,,0.0,17.795,2540.265,2558.06,,False
9ccf75d9-10dc-48f4-9d73-54435c170ef8,cached_on_demand,spark,16,,0.0,14.963,2586.317,2601.28,,False
7686c0b5-d0d8-4e7a-9cec-148264ee24f7,cached_on_demand,spark,16,,0.0,6.9,2737.841,2744.741,,False
ab14438f-feb3-4db4-8557-be258fa8ca0e,cached_on_demand,spark,16,,0.0,6.236,2813.726,2819.962,,False
d7b0ba36-14d9-4a13-a0f5-691419f558d1,cached_on_demand,spark,16,,0.0,6.361,2973.224,2979.585,,False
be7e1ea0-00af-43c7-9ef9-7f9715cefddb,cached_on_demand,spark,16,,0.0,5.128,3021.585,3026.713,,False
aa65e837-625c-47fa-9f7f-67c02723b552,cached_on_demand,spark,16,,0.0,20.634,3132.276,3152.91,,False
1fe71ed1-294d-4a25-8c65-d5cfa6a86098,cached_on_demand,spark,16,,0.0,6.067,3214.886,3220.953,,False
3c5e1ce8-2219-4d38-8e68-266473935b61,cached_on_demand,spark,16,,0.0,19.454,3187.545,3206.9990000000003,,False
728c55bf-ae0f-41b4-ade6-c91c668ced61,cached_on_demand,spark,16,,0.0,7.056,3169.93,3176.986,,False
5f60f189-1aa3-425a-8b4d-bda4e5772ddc,cached_on_demand,spark,16,,0.0,18.264,3195.241,3213.505,,False
360fb6db-c497-4316-95e8-0c9bfaec9e2f,cached_on_demand,spark,16,,0.0,6.621,3237.226,3243.847,,False
87adc8b6-8e6b-4f51-b32a-fe15eff0b945,cached_on_demand,spark,16,,0.0,10.131,3214.53,3224.661,,False
e5c8678f-5c2a-4cf0-8fa1-3657d219cce7,cached_on_demand,spark,16,,0.0,14.696,3196.165,3210.861,,False
cb80425e-9299-4d07-878d-973374135afe,cached_on_demand,spark,16,,0.0,19.433,3198.842,3218.275,,False
6d25ee2b-2708-489a-a726-b4471a6194bc,cached_on_demand,spark,16,,0.0,20.531,3195.314,3215.845,,False
5ab28ca1-dc18-41aa-ba45-1a42616f5767,cached_on_demand,spark,16,,0.0,14.962,3235.58,3250.542,,False
b7c4e599-37e9-43b6-aa7f-16facd9987ac,cached_on_demand,spark,16,,0.0,13.378,3226.57,3239.9480000000003,,False
79bf93ff-f8bc-415f-8466-d6e28d1f313d,cached_on_demand,spark,16,,0.0,6.057,3254.177,3260.234,,False
ca04d59e-3b95-4bec-b0c0-84c6cd53c99a,cached_on_demand,spark,16,,0.0,16.824,3218.398,3235.222,,False
c688733e-3ac8-4cfa-92b9-c5e55270de82,cached_on_demand,spark,16,,0.0,16.432,3210.264,3226.696,,False
fba67215-35d7-4e7f-8885-aedacab88de8,cached_on_demand,spark,16,,0.0,19.11,3219.683,3238.793,,False
dceb9235-c16f-453b-b7f5-b8f4662d70c6,cached_on_demand,spark,16,,0.0,8.252,3210.296,3218.548,,False
e1df8208-5491-4761-a93c-02695311fdd0,cached_on_demand,spark,16,,0.0,10.596,3230.825,3241.421,,False
4ace287a-bdca-453a-ab15-dbd24aeace8e,cached_on_demand,spark,16,,0.0,17.486,3198.5,3215.986,,False
58bda380-a15e-4d5e-8573-b8663e6a696f,cached_on_demand,spark,16,,0.0,6.229,3237.227,3243.4559999999997,,False
5650ae16-cf1d-4159-a0be-80a78e544874,cached_on_demand,spark,16,,0.0,7.245,3230.966,3238.211,,False
67d5124b-42c3-4690-aebc-cfac9bf1daba,cached_on_demand,spark,16,,0.0,8.752,3252.912,3261.6639999999998,,False
47312e31-d214-4db9-9b80-24a0435a121c,cached_on_demand,spark,16,,0.0,17.991,3215.795,3233.786,,False
7327d893-d851-445a-a440-e99089ef3bf7,cached_on_demand,spark,16,,0.0,13.617,3220.141,3233.7580000000003,,False
8c47225e-9cd8-43e2-9843-835d3a5fe57a,cached_on_demand,spark,16,,0.0,8.148,3220.355,3228.503,,False
39ae0705-a5e7-40c3-b291-e84e6ec41075,cached_on_demand,spark,16,,0.0,6.699,3253.843,3260.542,,False
3be71dc4-4516-4b71-89fd-3a007bd2b792,cached_on_demand,spark,16,,0.0,16.33,3206.152,3222.482,,False
f60449ba-b6a5-4db8-9da1-6af3467c02ad,cached_on_demand,spark,16,,0.0,10.725,3231.091,3241.816,,False
d0acef26-bf3d-4641-a06a-6e81de45198a,cached_on_demand,spark,16,,0.0,16.049,3211.588,3227.637,,False
986a546e-15c3-4ac8-9ef7-721a42452399,cached_on_demand,spark,16,,0.0,19.162,3217.907,3237.069,,False
5e5d616e-6719-4af7-9336-afeb44d4b4aa,cached_on_demand,spark,16,,0.0,9.982,3240.884,3250.866,,False
e8cab620-32bc-4a57-850f-43ad00f1f6ee,cached_on_demand,spark,16,,0.0,6.081,3252.045,3258.126,,False
ea2f5acd-3939-4697-84b6-20d4713ded31,cached_on_demand,spark,16,,0.0,17.295,3224.049,3241.344,,False
180ec23b-7500-4b47-94fd-f01af67a1109,cached_on_demand,spark,16,,0.0,17.938,3220.853,3238.791,,False
5fe297b5-2ec1-4e85-adba-d51d51dd5bde,cached_on_demand,spark,16,,0.0,10.773,3224.978,3235.751,,False
ad392fd6-927d-46eb-a2c6-6f55fcbd2364,cached_on_demand,spark,16,,0.0,16.112,3231.224,3247.3360000000002,,False
ece069e2-3d44-48a9-9aaf-7e2fe237d6b8,cached_on_demand,spark,16,,0.0,9.695,3231.983,3241.6780000000003,,False
f3bebccb-c0dd-4974-8941-5dfa158ce1fd,cached_on_demand,spark,16,,0.0,9.358,3226.856,3236.2140000000004,,False
fa3c9a1e-1e04-4cac-8baf-2d576b829dbc,cached_on_demand,spark,16,,0.0,15.468,3178.399,3193.8669999999997,,False
892ef77f-e947-4bb6-8ae2-6b05fa804a61,cached_on_demand,spark,16,,0.0,15.115,3220.059,3235.174,,False
b7ae68d9-a4c9-4213-9a42-4f58a723bcd1,cached_on_demand,spark,16,,0.0,19.516,3213.238,3232.754,,False
8782907d-96ea-4ab2-963f-8a4a31cc2c80,cached_on_demand,spark,16,,0.0,16.169,3243.059,3259.228,,False
3ee06169-e125-4e33-ab3a-949dd71380c0,cached_on_demand,spark,16,,0.0,18.144,3234.812,3252.9559999999997,,False
785fd2eb-3050-4b5f-bf05-fbeac6d0a7c2,cached_on_demand,spark,16,,0.0,18.353,3221.717,3240.07,,False
3e18d6cd-d943-40ea-9a0a-a4f042187688,cached_on_demand,spark,16,,0.0,18.45,3219.384,3237.834,,False
b21d49e4-f590-4ed5-bc43-81206087ed2b,cached_on_demand,spark,16,,0.0,21.423,3206.974,3228.397,,False
bca6d6df-1302-4ca9-a219-933c66a2ddd2,cached_on_demand,spark,16,,0.0,9.615,3237.403,3247.0179999999996,,False
21d4661b-e972-496d-887e-cc8dd25c3881,cached_on_demand,spark,16,,0.0,17.942,3226.529,3244.471,,False
e3db1dc0-a1ae-445d-8fb1-5c546ee12726,cached_on_demand,spark,32,,0.0,5.301,201.858,207.159,,False
8700c06c-a03f-4b64-8cd9-277ec71118c4,cached_on_demand,spark,32,,0.0,14.917,340.722,355.63899999999995,,False
7b094ce4-a855-4779-b3f6-bbdef82985c3,cached_on_demand,spark,32,,0.0,16.58,479.006,495.58599999999996,,False
40fd0d54-95f7-4ce3-89f9-c9d160818d2b,cached_on_demand,spark,32,,0.0,17.289,596.041,613.33,,False
5c88ab7f-1d21-4ab2-88ad-a7a100e3e605,cached_on_demand,spark,32,,0.0,10.495,720.53,731.025,,False
bd35ab17-7c0f-4b74-b572-627ab507f29f,cached_on_demand,spark,32,,0.0,17.965,838.036,856.001,,False
03b69ac5-28b6-4896-811f-aac0cefd7183,cached_on_demand,spark,32,,0.0,16.816,953.357,970.173,,False
6e23f4f0-bc98-428e-b69f-25fd10c4e005,cached_on_demand,spark,32,,0.0,13.777,1063.39,1077.1670000000001,,False
2e5c9141-b7b5-4ee1-87f0-3b9575f1e08f,cached_on_demand,spark,32,,0.0,27.056,1132.252,1159.308,,False
d913edb6-c17b-45b9-a33a-7b0c4688ba58,cached_on_demand,spark,32,,0.0,8.159,1279.681,1287.8400000000001,,False
afc206a2-a9f3-41ca-92c0-088ccd766994,cached_on_demand,spark,32,,0.0,6.602,1438.215,1444.817,,False
67f2e8b4-f5ee-4963-8289-009c558ae8c6,cached_on_demand,spark,32,,0.0,9.426,1594.688,1604.114,,False
003dbd0b-2b30-4980-b50e-75643258fadb,cached_on_demand,spark,32,,0.0,16.113,1736.899,1753.012,,False
d02e6e50-f4b4-4e19-985c-e01a8f91f9b4,cached_on_demand,spark,32,,0.0,13.002,1882.304,1895.306,,False
7dcc21b2-9752-4414-bf26-568faf9f9a31,cached_on_demand,spark,32,,0.0,16.263,2015.09,2031.3529999999998,,False
8cee02e0-f193-440b-95a9-5ee4f58d7f98,cached_on_demand,spark,32,,0.0,7.489,2169.601,2177.09,,False
feb9db62-576f-4b53-adf5-58a71be36a75,cached_on_demand,spark,32,,0.0,8.053,2297.666,2305.719,,False
4591f3a0-05ea-40ac-9c4e-572ddbae73ac,cached_on_demand,spark,32,,0.0,8.137,2430.443,2438.5800000000004,,False
0e577e44-7993-4dca-9d22-3e0ed7ab10ef,cached_on_demand,spark,32,,0.0,8.676,2561.393,2570.069,,False
7ce348e4-fd30-4916-924f-c35f179e4ea3,cached_on_demand,spark,32,,0.0,9.183,2711.081,2720.264,,False
18145f6b-d52f-48f0-b3ad-f11e21ebaa34,cached_on_demand,spark,32,,0.0,15.66,2861.484,2877.144,,False
360939c9-8a6e-4f4c-bf65-683144c5bd48,cached_on_demand,spark,32,,0.0,6.815,3015.62,3022.435,,False
29795003-9349-4961-90ef-54b3721c5f77,cached_on_demand,spark,32,,0.0,7.453,3176.002,3183.455,,False
15b2dd03-4bb3-4ee3-a3c1-f4be101632e9,cached_on_demand,spark,32,,0.0,5.488,3345.219,3350.707,,False
61043e71-d769-472a-990e-ba8b35fc47e1,cached_on_demand,spark,32,,0.0,16.918,3493.622,3510.54,,False
5925114b-098d-4b12-b5c1-722d914a2bca,cached_on_demand,spark,32,,0.0,8.531,3645.311,3653.842,,False
be2aa7f2-0175-4045-909d-056b0f295279,cached_on_demand,spark,32,,0.0,15.787,3769.493,3785.2799999999997,,False
550b1a4e-3f74-4d8e-bd70-055f64bf77d7,cached_on_demand,spark,32,,0.0,13.197,3909.236,3922.433,,False
22c1b860-6f2a-4435-9460-584cc2ddbadb,cached_on_demand,spark,32,,0.0,8.71,4043.794,4052.504,,False
429ada17-4f00-486c-832c-c77621a39b5e,cached_on_demand,spark,32,,0.0,10.272,4174.816,4185.088,,False
ba26e600-077a-4692-8f34-5bc4f1f3751a,cached_on_demand,spark,32,,0.0,13.416,4299.738,4313.154,,False
ffc9ffcc-6f08-4d05-adc9-95076139c5f8,cached_on_demand,spark,32,,0.0,24.352,4422.377,4446.729,,False
4998d6ca-1af3-432f-ab25-fa893f4bfe9c,cached_on_demand,spark,32,,0.0,20.975,4536.499,4557.474,,False
f65ea2df-cd9f-49e5-a198-317ad1485ba6,cached_on_demand,spark,32,,0.0,8.153,4632.555,4640.7080000000005,,False
4600e6b4-cd52-40f9-b541-2bd8e20f05b6,cached_on_demand,spark,32,,0.0,9.411,4773.193,4782.604,,False
c8d7d670-ac01-4cdd-957f-9e93e9f86c30,cached_on_demand,spark,32,,0.0,7.866,4910.388,4918.254,,False
b105c60c-7632-4b13-9344-2b3ccb805b8b,cached_on_demand,spark,32,,0.0,6.321,5047.566,5053.887,,False
75fe67c3-dfe4-4372-b23f-7e890aa540d0,cached_on_demand,spark,32,,0.0,8.957,5179.796,5188.753000000001,,False
881758bd-8e03-4d64-a39c-a53ad8f8e180,cached_on_demand,spark,32,,0.0,8.322,5310.779,5319.101000000001,,False
70e3ad75-6706-4651-9e58-9425f8ce815b,cached_on_demand,spark,32,,0.0,15.899,5432.476,5448.375,,False
cd349003-cbdf-44de-8524-36f3d417cf53,cached_on_demand,spark,32,,0.0,11.489,5572.378,5583.866999999999,,False
e16a0f18-c3ed-419e-8001-1d697129a02b,cached_on_demand,spark,32,,0.0,10.272,5700.196,5710.468,,False
22743634-7b2f-4cce-8bbd-622b4862fd72,cached_on_demand,spark,32,,0.0,7.296,5841.846,5849.142,,False
874b36b6-888e-4558-a3b0-8cff2265a526,cached_on_demand,spark,32,,0.0,5.945,5996.194,6002.139,,False
e1fa662c-495f-4c0e-8267-64ae46509a5f,cached_on_demand,spark,32,,0.0,5.248,6165.401,6170.648999999999,,False
fbaa4917-f545-4f0c-b703-4841a6e42ec9,cached_on_demand,spark,32,,0.0,10.547,6303.93,6314.477,,False
971b2ffb-82d1-4a37-9c2f-692f57cb64ee,cached_on_demand,spark,32,,0.0,8.204,6408.446,6416.65,,False
d79dea66-338a-4415-bcbd-e569563de4b6,cached_on_demand,spark,32,,0.0,15.703,6520.517,6536.22,,False
839132a1-d217-4cc3-b2df-ee6f76308d76,cached_on_demand,spark,32,,0.0,17.898,6509.888,6527.786,,False
4c1bfe3d-fd70-4f4d-bae4-7163eb35aee4,cached_on_demand,spark,32,,0.0,17.557,6536.768,6554.325,,False
fcd249b7-4cc0-475f-bcf7-4573e154a214,cached_on_demand,spark,32,,0.0,18.619,6498.719,6517.338,,False
5f7f795b-0962-4d8f-8f79-3cf024782951,cached_on_demand,spark,32,,0.0,20.232,6503.646,6523.878,,False
97f26dc9-3000-4149-a675-e33230c7f8bd,cached_on_demand,spark,32,,0.0,8.667,6528.246,6536.9130000000005,,False
2f977e45-d617-4ef8-81b6-e9d2077bd0dd,cached_on_demand,spark,32,,0.0,18.528,6521.467,6539.995,,False
a57722ac-e23f-46a2-a051-855806df0525,cached_on_demand,spark,32,,0.0,17.805,6512.086,6529.8910000000005,,False
fe094399-7f70-4aeb-86d8-2ce5d4140a32,cached_on_demand,spark,32,,0.0,21.049,6497.326,6518.375,,False
d49444c2-92b1-42da-946e-e72329da4138,cached_on_demand,spark,32,,0.0,11.15,6510.705,6521.855,,False
7d49e4cd-0ac9-452a-bd57-2fb3e9e208f5,cached_on_demand,spark,32,,0.0,28.026,6466.491,6494.517,,False
c0116948-89a2-404c-82ec-29947d82e2fe,cached_on_demand,spark,32,,0.0,19.611,6491.094,6510.705,,False
63dc1242-18f0-46e4-a8b5-f419df45ec6b,cached_on_demand,spark,32,,0.0,19.173,6481.8,6500.973,,False
