actual_input_tokens,actual_output_tokens,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,device,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens,input_tokens_requested,latency_ms,offered_rps,output_tokens_requested,partial_response,pattern,phase,planned_at,pure_network_ms,reason,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,source_run,status,stop_type,target_output_tokens,tokens_cached,ttft_ms,zero_prefix_reuse_verified
512,128,False,i512-o128-c8,1788845218.467223,8,65.51166675092053,AGX Orin,False,1788845216.527524,2.4275779724121094,True,512,512,10581.541339997784,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-2,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8856816,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 172.999, 'prompt_per_token_ms': 0.337888671875, 'prompt_per_second': 2959.554679506818, 'predicted_n': 128, 'predicted_ms': 1938.586, 'predicted_per_token_ms': 15.264456692913386, 'predicted_per_second': 65.51166675092053}",sweep-agx-a/sweep,ok,limit,128,639,8641.842860000907,True
512,128,False,i512-o128-c8,1788845220.580902,8,65.40087647473828,AGX Orin,False,1788845218.637919,4.694223403930664,True,512,512,12692.953747005959,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-5,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8879483,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.204, 'prompt_per_token_ms': 0.3343828125, 'prompt_per_second': 2990.5843321417724, 'predicted_n': 128, 'predicted_ms': 1941.87, 'predicted_per_token_ms': 15.290314960629921, 'predicted_per_second': 65.40087647473828}",sweep-agx-a/sweep,ok,limit,128,639,10749.970797005517,True
512,128,False,i512-o128-c8,1788845222.6745608,8,66.17461239653703,AGX Orin,False,1788845220.7551353,6.767988204956055,True,512,512,14784.538052001153,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-7,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.890022,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 174.419, 'prompt_per_token_ms': 0.340662109375, 'prompt_per_second': 2935.4600129573037, 'predicted_n': 128, 'predicted_ms': 1919.165, 'predicted_per_token_ms': 15.111535433070866, 'predicted_per_second': 66.17461239653703}",sweep-agx-a/sweep,ok,limit,128,639,12865.113536005083,True
512,128,False,i512-o128-c8,1788845224.732928,8,67.21226798536784,AGX Orin,False,1788845222.8431904,5.823850631713867,True,512,512,16843.84951699758,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-6,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.889078,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 168.744, 'prompt_per_token_ms': 0.329578125, 'prompt_per_second': 3034.18195609918, 'predicted_n': 128, 'predicted_ms': 1889.536, 'predicted_per_token_ms': 14.878236220472441, 'predicted_per_second': 67.21226798536784}",sweep-agx-a/sweep,ok,limit,128,639,14954.112220999377,True
128,128,False,i128-o128-c1,1788845226.7144208,1,66.37215546971888,AGX Orin,False,1788845224.8006306,0.4184246063232422,True,128,128,1959.5312960009323,,128,True,wave,measure,1788845224.7544703,,,i128-o128-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845224.7548888,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 43.792, 'prompt_per_token_ms': 0.342125, 'prompt_per_second': 2922.9082937522835, 'predicted_n': 128, 'predicted_ms': 1913.453, 'predicted_per_token_ms': 15.06655905511811, 'predicted_per_second': 66.37215546971888}",sweep-agx-a/sweep,ok,limit,128,255,45.741360998363234,True
2048,128,False,i2048-o128-c1,1788845230.086422,1,61.36332888811581,AGX Orin,False,1788845228.0156856,0.5326271057128906,True,2048,2048,3069.004523997137,,128,True,wave,measure,1788845227.0168839,,,i2048-o128-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845227.0174165,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 994.764, 'prompt_per_token_ms': 0.485724609375, 'prompt_per_second': 2058.7797708803296, 'predicted_n': 128, 'predicted_ms': 2069.64, 'predicted_per_token_ms': 16.296377952755904, 'predicted_per_second': 61.36332888811581}",sweep-agx-a/sweep,ok,limit,128,2175,998.2681149995187,True
512,64,False,i512-o64-c1,1788845231.318172,1,65.45495348542433,AGX Orin,False,1788845230.3552852,0.4143714904785156,True,512,512,1137.0035979998647,,64,True,wave,measure,1788845230.1807532,,,i512-o64-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845230.1811676,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.734, 'prompt_per_token_ms': 0.33541796875, 'prompt_per_second': 2981.3548860446967, 'predicted_n': 64, 'predicted_ms': 962.494, 'predicted_per_token_ms': 15.27768253968254, 'predicted_per_second': 65.45495348542433}",sweep-agx-a/sweep,ok,limit,64,575,174.11762700066902,True
512,256,False,i512-o256-c1,1788845235.4728258,1,65.64375673813856,AGX Orin,False,1788845231.5877268,0.5371570587158203,True,512,512,4059.6856760021183,,256,True,wave,measure,1788845231.412602,,,i512-o256-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845231.413139,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.716, 'prompt_per_token_ms': 0.3353828125, 'prompt_per_second': 2981.6674043187586, 'predicted_n': 256, 'predicted_ms': 3884.604, 'predicted_per_token_ms': 15.233741176470588, 'predicted_per_second': 65.64375673813856}",sweep-agx-a/sweep,ok,limit,256,767,174.58723099844065,True
128,64,False,i128-o64-c4,1788845236.544763,4,64.14792715646493,AGX Orin,False,1788845235.56153,0.5137920379638672,True,128,128,1030.4253889989923,,64,True,wave,measure,1788845235.513823,,,i128-o64-c4-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845235.5143368,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 43.423, 'prompt_per_token_ms': 0.3392421875, 'prompt_per_second': 2947.7465859106924, 'predicted_n': 64, 'predicted_ms': 982.105, 'predicted_per_token_ms': 15.588968253968254, 'predicted_per_second': 64.14792715646493}",sweep-agx-a/sweep,ok,limit,64,191,47.1923479999532,True
128,64,False,i128-o64-c4,1788845237.5628262,4,64.65583595890763,AGX Orin,False,1788845236.5874915,2.2096633911132812,True,128,128,2046.793385001365,,64,True,wave,measure,1788845235.513823,,,i128-o64-c4-2,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845235.5160327,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 43.279, 'prompt_per_token_ms': 0.3381171875, 'prompt_per_second': 2957.554472145844, 'predicted_n': 64, 'predicted_ms': 974.39, 'predicted_per_token_ms': 15.466507936507936, 'predicted_per_second': 64.65583595890763}",sweep-agx-a/sweep,ok,limit,64,191,1071.4589039998828,True
128,64,False,i128-o64-c4,1788845238.585088,4,64.41441165103339,AGX Orin,False,1788845237.6060257,1.3768672943115234,True,128,128,3069.887320001726,,64,True,wave,measure,1788845235.513823,,,i128-o64-c4-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845235.5152,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 43.59, 'prompt_per_token_ms': 0.340546875, 'prompt_per_second': 2936.4533149804997, 'predicted_n': 64, 'predicted_ms': 978.042, 'predicted_per_token_ms': 15.524476190476191, 'predicted_per_second': 64.41441165103339}",sweep-agx-a/sweep,ok,limit,64,191,2090.8250349966693,True
128,64,False,i128-o64-c4,1788845239.6112041,4,64.16530612452755,AGX Orin,False,1788845238.6288342,2.7294158935546875,True,128,128,4094.6516359981615,,64,True,wave,measure,1788845235.513823,,,i128-o64-c4-3,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845235.5165524,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 44.163, 'prompt_per_token_ms': 0.3450234375, 'prompt_per_second': 2898.353825600616, 'predicted_n': 64, 'predicted_ms': 981.839, 'predicted_per_token_ms': 15.584746031746032, 'predicted_per_second': 64.16530612452755}",sweep-agx-a/sweep,ok,limit,64,191,3112.2823170007905,True
2048,256,False,i2048-o256-c1,1788845245.0472002,1,61.85685547400423,AGX Orin,False,1788845240.9246397,0.5362033843994141,True,2048,2048,5119.756412001152,,256,True,wave,measure,1788845239.9269066,,,i2048-o256-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845239.9274428,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 992.388, 'prompt_per_token_ms': 0.484564453125, 'prompt_per_second': 2063.708952546786, 'predicted_n': 256, 'predicted_ms': 4122.421, 'predicted_per_token_ms': 16.1663568627451, 'predicted_per_second': 61.85685547400423}",sweep-agx-a/sweep,ok,limit,256,2303,997.1967649980797,True
512,128,False,rate-0.5,1788845247.1643014,8,65.44549832882086,AGX Orin,False,1788845245.2234683,0.3113746643066406,True,512,512,2116.2118110005395,0.2380118321757338,128,True,open-loop,measure,1788845245.047778,,,rate-0.5-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845245.0480893,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 172.518, 'prompt_per_token_ms': 0.33694921875, 'prompt_per_second': 2967.8062578977265, 'predicted_n': 128, 'predicted_ms': 1940.546, 'predicted_per_token_ms': 15.279889763779527, 'predicted_per_second': 65.44549832882086}",sweep-agx-a/sweep,ok,limit,128,639,175.37901099422015,True
512,128,False,rate-0.5,1788845251.4592648,8,63.47524465458471,AGX Orin,False,1788845249.4581177,0.5092620849609375,True,512,512,2209.505064005498,0.2380118321757338,128,True,open-loop,measure,1788845249.2492497,,,rate-0.5-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845249.249759,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 204.603, 'prompt_per_token_ms': 0.399615234375, 'prompt_per_second': 2502.407100580148, 'predicted_n': 128, 'predicted_ms': 2000.78, 'predicted_per_token_ms': 15.754173228346456, 'predicted_per_second': 63.47524465458471}",sweep-agx-a/sweep,ok,limit,128,639,208.35838000493823,True
512,128,False,rate-0.5,1788845255.5810397,8,66.02382680338624,AGX Orin,False,1788845253.65757,0.5433559417724609,True,512,512,2129.773278000357,0.2380118321757338,128,True,open-loop,measure,1788845253.4507215,,,rate-0.5-2,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845253.4512649,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 202.564, 'prompt_per_token_ms': 0.3956328125, 'prompt_per_second': 2527.5962165044134, 'predicted_n': 128, 'predicted_ms': 1923.548, 'predicted_per_token_ms': 15.146047244094488, 'predicted_per_second': 66.02382680338624}",sweep-agx-a/sweep,ok,limit,128,639,206.30447399889817,True
512,128,False,rate-1.2,1788845257.6896586,8,65.67618023198688,AGX Orin,False,1788845255.7553642,0.36215782165527344,True,512,512,2107.8636899983394,0.5712283972217611,128,True,open-loop,measure,1788845255.581432,,,rate-1.2-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845255.5817943,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.189, 'prompt_per_token_ms': 0.334353515625, 'prompt_per_second': 2990.8463744749956, 'predicted_n': 128, 'predicted_ms': 1933.73, 'predicted_per_token_ms': 15.226220472440945, 'predicted_per_second': 65.67618023198688}",sweep-agx-a/sweep,ok,limit,128,639,173.5697149997577,True
512,128,False,rate-1.2,1788845259.7992632,8,65.62615620885447,AGX Orin,False,1788845257.8633182,0.5564689636230469,True,512,512,2466.660584002966,0.5712283972217611,128,True,open-loop,measure,1788845257.3320453,,,rate-1.2-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845257.3326018,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 173.44, 'prompt_per_token_ms': 0.33875, 'prompt_per_second': 2952.029520295203, 'predicted_n': 128, 'predicted_ms': 1935.204, 'predicted_per_token_ms': 15.237826771653543, 'predicted_per_second': 65.62615620885447}",sweep-agx-a/sweep,ok,limit,128,639,530.7158479990903,True
512,128,False,rate-1.2,1788845261.9230669,8,65.14594487011591,AGX Orin,False,1788845259.9724312,0.3104209899902344,True,512,512,2840.097723004874,0.5712283972217611,128,True,open-loop,measure,1788845259.0826585,,,rate-1.2-2,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845259.082969,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 173.573, 'prompt_per_token_ms': 0.339009765625, 'prompt_per_second': 2949.7675329688373, 'predicted_n': 128, 'predicted_ms': 1949.469, 'predicted_per_token_ms': 15.350149606299214, 'predicted_per_second': 65.14594487011591}",sweep-agx-a/sweep,ok,limit,128,639,889.4619929997134,True
512,128,False,rate-1.2,1788845264.0427334,8,65.30294912231808,AGX Orin,False,1788845262.0968957,0.30350685119628906,True,512,512,3209.157992998371,0.5712283972217611,128,True,open-loop,measure,1788845260.8332717,,,rate-1.2-3,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845260.8335752,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 174.352, 'prompt_per_token_ms': 0.34053125, 'prompt_per_second': 2936.588051757364, 'predicted_n': 128, 'predicted_ms': 1944.782, 'predicted_per_token_ms': 15.313244094488189, 'predicted_per_second': 65.30294912231808}",sweep-agx-a/sweep,ok,limit,128,639,1263.3206419995986,True
512,128,False,rate-1.2,1788845266.1217759,8,66.64224866689266,AGX Orin,False,1788845264.2159567,0.4935264587402344,True,512,512,3537.395501996798,0.5712283972217611,128,True,open-loop,measure,1788845262.5838852,,,rate-1.2-4,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845262.5843787,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 173.566, 'prompt_per_token_ms': 0.33899609375, 'prompt_per_second': 2949.886498507772, 'predicted_n': 128, 'predicted_ms': 1905.698, 'predicted_per_token_ms': 15.005496062992126, 'predicted_per_second': 66.64224866689266}",sweep-agx-a/sweep,ok,limit,128,639,1631.5769079956226,True
512,128,False,rate-1.2,1788845268.2418568,8,65.17386025287458,AGX Orin,False,1788845266.2930331,0.23508071899414062,True,512,512,3907.1231030029594,0.5712283972217611,128,True,open-loop,measure,1788845264.3344984,,,rate-1.2-5,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845264.3347335,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.838, 'prompt_per_token_ms': 0.33366796875, 'prompt_per_second': 2996.9913017010267, 'predicted_n': 128, 'predicted_ms': 1948.634, 'predicted_per_token_ms': 15.343574803149606, 'predicted_per_second': 65.17386025287458}",sweep-agx-a/sweep,ok,limit,128,639,1958.3001990031335,True
512,128,False,i512-o128-c1,1788845186.6401203,1,256.9399064091333,RTX 5060 Ti,False,1788845186.1456513,1.5997886657714844,True,512,512,536.7244109947933,,128,True,wave,measure,1788845186.1017954,,,i512-o128-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845186.1033952,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 40.878, 'prompt_per_token_ms': 0.07983984375, 'prompt_per_second': 12525.074612260874, 'predicted_n': 128, 'predicted_ms': 494.279, 'predicted_per_token_ms': 3.8919606299212597, 'predicted_per_second': 256.9399064091333}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,42.25556500023231,True
512,128,False,i512-o128-c2,1788845187.1733575,2,257.5458918388371,RTX 5060 Ti,False,1788845186.6802745,0.11682510375976562,True,512,512,532.930432993453,,128,True,wave,measure,1788845186.6403103,,,i512-o128-c2-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845186.640427,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.614, 'prompt_per_token_ms': 0.07541796875, 'prompt_per_second': 13259.439581498938, 'predicted_n': 128, 'predicted_ms': 493.116, 'predicted_per_token_ms': 3.882803149606299, 'predicted_per_second': 257.5458918388371}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,39.84729999501724,True
512,128,False,i512-o128-c2,1788845187.7040963,2,258.16313877590017,RTX 5060 Ti,False,1788845187.2120526,0.2167224884033203,True,512,512,1063.5690710041672,,128,True,wave,measure,1788845186.6403103,,,i512-o128-c2-1,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845186.640527,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.661, 'prompt_per_token_ms': 0.075509765625, 'prompt_per_second': 13243.32014174491, 'predicted_n': 128, 'predicted_ms': 491.937, 'predicted_per_token_ms': 3.87351968503937, 'predicted_per_second': 258.16313877590017}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,571.5251729998272,True
512,128,False,i512-o128-c4,1788845188.2392018,4,256.50969081493326,RTX 5060 Ti,False,1788845187.7440128,0.11086463928222656,True,512,512,534.843011002522,,128,True,wave,measure,1788845187.7042475,,,i512-o128-c4-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845187.7043583,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.363, 'prompt_per_token_ms': 0.074927734375, 'prompt_per_second': 13346.192946328494, 'predicted_n': 128, 'predicted_ms': 495.108, 'predicted_per_token_ms': 3.898488188976378, 'predicted_per_second': 256.50969081493326}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,39.654262000112794,True
512,128,False,i512-o128-c4,1788845188.7727053,4,256.79495630441727,RTX 5060 Ti,False,1788845188.277836,0.5440711975097656,True,512,512,1067.9138599953149,,128,True,wave,measure,1788845187.7042475,,,i512-o128-c4-2,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845187.7047915,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.564, 'prompt_per_token_ms': 0.0753203125, 'prompt_per_second': 13276.631054869827, 'predicted_n': 128, 'predicted_ms': 494.558, 'predicted_per_token_ms': 3.8941574803149606, 'predicted_per_second': 256.79495630441727}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,573.0446069937898,True
512,128,False,i512-o128-c4,1788845189.3107188,4,255.48282230063285,RTX 5060 Ti,False,1788845188.8135936,0.18143653869628906,True,512,512,1606.289943010779,,128,True,wave,measure,1788845187.7042475,,,i512-o128-c4-1,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845187.704429,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 41.072, 'prompt_per_token_ms': 0.08021875, 'prompt_per_second': 12465.91351772497, 'predicted_n': 128, 'predicted_ms': 497.098, 'predicted_per_token_ms': 3.9141574803149606, 'predicted_per_second': 255.48282230063285}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,1109.1649260051781,True
512,128,False,i512-o128-c4,1788845189.8431218,4,257.3428840639912,RTX 5060 Ti,False,1788845189.3493931,0.8044242858886719,True,512,512,2138.0695999978343,,128,True,wave,measure,1788845187.7042475,,,i512-o128-c4-3,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845187.705052,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.528, 'prompt_per_token_ms': 0.07525, 'prompt_per_second': 13289.036544850498, 'predicted_n': 128, 'predicted_ms': 493.505, 'predicted_per_token_ms': 3.8858661417322833, 'predicted_per_second': 257.3428840639912}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,1644.3411149957683,True
512,128,False,i512-o128-c8,1788845190.37807,8,257.10948207622994,RTX 5060 Ti,False,1788845189.8839867,0.09322166442871094,True,512,512,534.5652379910462,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8435047,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 39.523, 'prompt_per_token_ms': 0.077193359375, 'prompt_per_second': 12954.482200237835, 'predicted_n': 128, 'predicted_ms': 493.953, 'predicted_per_token_ms': 3.8893937007874015, 'predicted_per_second': 257.10948207622994}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,40.482210999471135,True
512,128,False,i512-o128-c8,1788845190.9128213,8,255.98439099902438,RTX 5060 Ti,False,1788845190.4164834,0.6983280181884766,True,512,512,1068.7115020118654,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-3,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8441098,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.444, 'prompt_per_token_ms': 0.0750859375, 'prompt_per_second': 13318.073041306836, 'predicted_n': 128, 'predicted_ms': 496.124, 'predicted_per_token_ms': 3.906488188976378, 'predicted_per_second': 255.98439099902438}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,572.3735180072254,True
512,128,False,i512-o128-c8,1788845191.4445305,8,257.52552442943903,RTX 5060 Ti,False,1788845190.9513133,0.3235340118408203,True,512,512,1600.795421996736,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-1,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.843735,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.598, 'prompt_per_token_ms': 0.07538671875, 'prompt_per_second': 13264.936007046997, 'predicted_n': 128, 'predicted_ms': 493.155, 'predicted_per_token_ms': 3.8831102362204724, 'predicted_per_second': 257.52552442943903}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,1107.5783549895277,True
512,128,False,i512-o128-c8,1788845191.9756327,8,257.858596031008,RTX 5060 Ti,False,1788845191.4830267,0.5402565002441406,True,512,512,2131.6808549890993,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-2,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8439517,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.465, 'prompt_per_token_ms': 0.075126953125, 'prompt_per_second': 13310.802027817495, 'predicted_n': 128, 'predicted_ms': 492.518, 'predicted_per_token_ms': 3.8780944881889763, 'predicted_per_second': 257.858596031008}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,1639.074927996262,True
512,128,False,i512-o128-c8,1788845192.5068266,8,257.8360852767475,RTX 5060 Ti,False,1788845192.014015,1.7230510711669922,True,512,512,2661.6920289961854,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-6,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8451345,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.336, 'prompt_per_token_ms': 0.074875, 'prompt_per_second': 13355.592654424041, 'predicted_n': 128, 'predicted_ms': 492.561, 'predicted_per_token_ms': 3.8784330708661416, 'predicted_per_second': 257.8360852767475}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,2168.880345998332,True
512,128,False,i512-o128-c8,1788845193.03866,8,257.35383518006665,RTX 5060 Ti,False,1788845192.5449982,0.9372234344482422,True,512,512,3194.3111309956294,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-4,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8443487,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.303, 'prompt_per_token_ms': 0.074810546875, 'prompt_per_second': 13367.099182831633, 'predicted_n': 128, 'predicted_ms': 493.484, 'predicted_per_token_ms': 3.8857007874015745, 'predicted_per_second': 257.35383518006665}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,2700.649242004147,True
512,128,False,i512-o128-c8,1788845193.5702229,8,257.776947839748,RTX 5060 Ti,False,1788845193.0772567,1.4240741729736328,True,512,512,3725.3873830049997,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-5,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8448355,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.662, 'prompt_per_token_ms': 0.07551171875, 'prompt_per_second': 13242.977600744918, 'predicted_n': 128, 'predicted_ms': 492.674, 'predicted_per_token_ms': 3.879322834645669, 'predicted_per_second': 257.776947839748}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,3232.421032997081,True
512,128,False,i512-o128-c8,1788845194.1014566,8,257.6075359332086,RTX 5060 Ti,False,1788845193.6084325,2.1402835845947266,True,512,512,4255.904734993237,,128,True,wave,measure,1788845189.8434114,,,i512-o128-c8-7,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845189.8455517,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.299, 'prompt_per_token_ms': 0.074802734375, 'prompt_per_second': 13368.495260972872, 'predicted_n': 128, 'predicted_ms': 492.998, 'predicted_per_token_ms': 3.8818740157480316, 'predicted_per_second': 257.6075359332086}",sweep-rtx5060ti-a/sweep,ok,limit,128,639,3762.881065995316,True
128,128,False,i128-o128-c1,1788845194.6222796,1,252.98703989227133,RTX 5060 Ti,False,1788845194.120062,0.13136863708496094,True,128,128,512.7496189961676,,128,True,wave,measure,1788845194.1093986,,,i128-o128-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845194.10953,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 9.982, 'prompt_per_token_ms': 0.077984375, 'prompt_per_second': 12823.081546784213, 'predicted_n': 128, 'predicted_ms': 502.002, 'predicted_per_token_ms': 3.9527716535433073, 'predicted_per_second': 252.98703989227133}",sweep-rtx5060ti-a/sweep,ok,limit,128,255,10.53234699065797,True
2048,128,False,i2048-o128-c1,1788845195.4211159,1,244.5289063974153,RTX 5060 Ti,False,1788845194.9016042,0.1926422119140625,True,2048,2048,741.1778340028832,,128,True,wave,measure,1788845194.6797452,,,i2048-o128-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845194.6799378,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 220.654, 'prompt_per_token_ms': 0.1077412109375, 'prompt_per_second': 9281.499542269798, 'predicted_n': 128, 'predicted_ms': 519.366, 'predicted_per_token_ms': 4.089496062992126, 'predicted_per_second': 244.5289063974153}",sweep-rtx5060ti-a/sweep,ok,limit,128,2175,221.66604800440837,True
512,64,False,i512-o64-c1,1788845195.7270896,1,255.33881028326397,RTX 5060 Ti,False,1788845195.4803152,0.1552104949951172,True,512,512,286.54955500678625,,64,True,wave,measure,1788845195.4403846,,,i512-o64-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845195.4405398,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.937, 'prompt_per_token_ms': 0.076048828125, 'prompt_per_second': 13149.446541849655, 'predicted_n': 64, 'predicted_ms': 246.731, 'predicted_per_token_ms': 3.9163650793650793, 'predicted_per_second': 255.33881028326397}",sweep-rtx5060ti-a/sweep,ok,limit,64,575,39.774984994437546,True
512,256,False,i512-o256-c1,1788845196.779178,1,257.12799125563157,RTX 5060 Ti,False,1788845195.7873387,0.11491775512695312,True,512,512,1031.296373999794,,256,True,wave,measure,1788845195.7477663,,,i512-o256-c1-0,etri-ser0001-CG0MSB,False,sweep,etri-ser0001-CG0MSB,1788845195.7478812,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 38.752, 'prompt_per_token_ms': 0.0756875, 'prompt_per_second': 13212.221304706853, 'predicted_n': 256, 'predicted_ms': 991.724, 'predicted_per_token_ms': 3.8891137254901964, 'predicted_per_second': 257.12799125563157}",sweep-rtx5060ti-a/sweep,ok,limit,256,767,39.457192993722856,True
