actual_input_tokens,actual_output_tokens,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,device,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens,input_tokens_requested,latency_ms,offered_rps,output_tokens_requested,partial_response,pattern,phase,planned_at,pure_network_ms,reason,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,source_run,status,stop_type,target_output_tokens,tokens_cached,ttft_ms,zero_prefix_reuse_verified
512,128,False,i512-o128-c8,1788845276.1001077,8,40.81704802752419,Nano,False,1788845272.9880912,2.039670944213867,True,512,512,13559.826388023794,,128,True,wave,measure,1788845262.5382416,,,i512-o128-c8-2,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845262.5402813,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 281.463, 'prompt_per_token_ms': 0.549732421875, 'prompt_per_second': 1819.066804517823, 'predicted_n': 128, 'predicted_ms': 3111.445, 'predicted_per_token_ms': 24.49956692913386, 'predicted_per_second': 40.81704802752419}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,10447.811427060515,True
512,128,False,i512-o128-c8,1788845279.4854248,8,40.949393965091126,Nano,False,1788845276.3825066,4.452228546142578,True,512,512,16942.73070502095,,128,True,wave,measure,1788845262.5382416,,,i512-o128-c8-5,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845262.5426939,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 282.426, 'prompt_per_token_ms': 0.55161328125, 'prompt_per_second': 1812.8642547074278, 'predicted_n': 128, 'predicted_ms': 3101.389, 'predicted_per_token_ms': 24.420385826771653, 'predicted_per_second': 40.949393965091126}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,13839.813817990944,True
512,128,False,i512-o128-c8,1788845282.876538,8,40.84085860991224,Nano,False,1788845279.765703,3.7424564361572266,True,512,512,20334.554084111005,,128,True,wave,measure,1788845262.5382416,,,i512-o128-c8-4,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845262.541984,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 281.174, 'prompt_per_token_ms': 0.54916796875, 'prompt_per_second': 1820.9365019525278, 'predicted_n': 128, 'predicted_ms': 3109.631, 'predicted_per_token_ms': 24.48528346456693, 'predicted_per_second': 40.84085860991224}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,17223.720106994733,True
512,128,False,i512-o128-c8,1788845286.265021,8,40.843603730854156,Nano,False,1788845283.154612,5.518913269042969,True,512,512,23721.260078949854,,128,True,wave,measure,1788845262.5382416,,,i512-o128-c8-6,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845262.5437605,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 278.687, 'prompt_per_token_ms': 0.544310546875, 'prompt_per_second': 1837.1865210792034, 'predicted_n': 128, 'predicted_ms': 3109.422, 'predicted_per_token_ms': 24.48363779527559, 'predicted_per_second': 40.843603730854156}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,20610.85167899728,True
512,128,False,i512-o128-c8,1788845289.648349,8,40.942450067135944,Nano,False,1788845286.5455086,6.725072860717773,True,512,512,27103.38226798922,,128,True,wave,measure,1788845262.5382416,,,i512-o128-c8-7,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845262.5449667,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 280.894, 'prompt_per_token_ms': 0.54862109375, 'prompt_per_second': 1822.751642968522, 'predicted_n': 128, 'predicted_ms': 3101.915, 'predicted_per_token_ms': 24.424527559055118, 'predicted_per_second': 40.942450067135944}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,24000.542278168723,True
128,128,False,i128-o128-c1,1788845292.9256933,1,40.090750306283866,Nano,False,1788845289.7573814,0.7281303405761719,True,128,128,3241.7509781662375,,128,True,wave,measure,1788845289.6832137,,,i128-o128-c1-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845289.6839418,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 71.13, 'prompt_per_token_ms': 0.555703125, 'prompt_per_second': 1799.5220019682274, 'predicted_n': 128, 'predicted_ms': 3167.813, 'predicted_per_token_ms': 24.943409448818898, 'predicted_per_second': 40.090750306283866}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,255,73.44011915847659,True
2048,128,False,i2048-o128-c1,1788845298.1574051,1,38.55620082376689,Nano,False,1788845294.8624864,0.5352497100830078,True,2048,2048,4971.039155963808,,128,True,wave,measure,1788845293.1858304,,,i2048-o128-c1-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845293.1863656,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 1671.912, 'prompt_per_token_ms': 0.81636328125, 'prompt_per_second': 1224.9448535568858, 'predicted_n': 128, 'predicted_ms': 3293.893, 'predicted_per_token_ms': 25.936165354330708, 'predicted_per_second': 38.55620082376689}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,2175,1676.1213019490242,True
512,64,False,i512-o64-c1,1788845300.0727043,1,40.73641085062798,Nano,False,1788845298.5255404,0.5164146423339844,True,512,512,1831.603285158053,,64,True,wave,measure,1788845298.240584,,,i512-o64-c1-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845298.2411003,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 281.646, 'prompt_per_token_ms': 0.55008984375, 'prompt_per_second': 1817.8848625579628, 'predicted_n': 64, 'predicted_ms': 1546.528, 'predicted_per_token_ms': 24.54806349206349, 'predicted_per_second': 40.73641085062798}",sweep-nano-session-a/benchmark/sweep,ok,limit,64,575,284.4401930924505,True
512,256,False,i512-o256-c1,1788845306.7017589,1,40.78182761761359,Nano,False,1788845300.4485135,0.7159709930419922,True,512,512,6536.33932210505,,256,True,wave,measure,1788845300.164703,,,i512-o256-c1-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845300.1654189,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 280.695, 'prompt_per_token_ms': 0.548232421875, 'prompt_per_second': 1824.0438910561286, 'predicted_n': 256, 'predicted_ms': 6252.785, 'predicted_per_token_ms': 24.520725490196078, 'predicted_per_second': 40.78182761761359}",sweep-nano-session-a/benchmark/sweep,ok,limit,256,767,283.09504594653845,True
128,64,False,i128-o64-c4,1788845308.4043164,4,39.732042062988526,Nano,False,1788845306.8176448,0.7491111755371094,True,128,128,1662.707590032369,,64,True,wave,measure,1788845306.7408588,,,i128-o64-c4-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845306.741608,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 71.427, 'prompt_per_token_ms': 0.5580234375, 'prompt_per_second': 1792.039424867347, 'predicted_n': 64, 'predicted_ms': 1585.622, 'predicted_per_token_ms': 25.168603174603177, 'predicted_per_second': 39.732042062988526}",sweep-nano-session-a/benchmark/sweep,ok,limit,64,191,76.03642903268337,True
128,64,False,i128-o64-c4,1788845310.0608926,4,39.77172293628949,Nano,False,1788845308.4749622,1.8758773803710938,True,128,128,3318.157719215378,,64,True,wave,measure,1788845306.7408588,,,i128-o64-c4-1,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845306.7427347,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 71.24, 'prompt_per_token_ms': 0.5565625, 'prompt_per_second': 1796.7434025828188, 'predicted_n': 64, 'predicted_ms': 1584.04, 'predicted_per_token_ms': 25.14349206349206, 'predicted_per_second': 39.77172293628949}",sweep-nano-session-a/benchmark/sweep,ok,limit,64,191,1732.2280770167708,True
128,64,False,i128-o64-c4,1788845311.7165554,4,39.755334313964916,Nano,False,1788845310.130958,3.6182403564453125,True,128,128,4972.078280989081,,64,True,wave,measure,1788845306.7408588,,,i128-o64-c4-3,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845306.744477,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 71.447, 'prompt_per_token_ms': 0.5581796875, 'prompt_per_second': 1791.537783251921, 'predicted_n': 64, 'predicted_ms': 1584.693, 'predicted_per_token_ms': 25.15385714285714, 'predicted_per_second': 39.755334313964916}",sweep-nano-session-a/benchmark/sweep,ok,limit,64,191,3386.482054134831,True
128,64,False,i128-o64-c4,1788845313.3737078,4,39.72637982959275,Nano,False,1788845311.7873678,2.580881118774414,True,128,128,6630.267729982734,,64,True,wave,measure,1788845306.7408588,,,i128-o64-c4-2,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845306.7434397,"{'cache_n': 0, 'prompt_n': 128, 'prompt_ms': 71.234, 'prompt_per_token_ms': 0.556515625, 'prompt_per_second': 1796.8947412752339, 'predicted_n': 64, 'predicted_ms': 1585.848, 'predicted_per_token_ms': 25.172190476190476, 'predicted_per_second': 39.72637982959275}",sweep-nano-session-a/benchmark/sweep,ok,limit,64,191,5043.928863946348,True
2048,256,False,i2048-o256-c1,1788845321.9022455,1,38.379234395981584,Nano,False,1788845315.2573464,0.4191398620605469,True,2048,2048,8321.049204096198,,256,True,wave,measure,1788845313.5807767,,,i2048-o256-c1-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845313.5811958,"{'cache_n': 0, 'prompt_n': 2048, 'prompt_ms': 1672.11, 'prompt_per_token_ms': 0.8164599609375, 'prompt_per_second': 1224.7998038406565, 'predicted_n': 256, 'predicted_ms': 6644.218, 'predicted_per_token_ms': 26.0557568627451, 'predicted_per_second': 38.379234395981584}",sweep-nano-session-a/benchmark/sweep,ok,limit,256,2303,1676.1510639917105,True
512,128,False,rate-0.5,1788845325.306535,8,40.73905129976821,Nano,False,1788845322.1885192,0.33664703369140625,True,512,512,3403.3401899505407,0.14776076504185623,128,True,open-loop,measure,1788845321.9028583,,,rate-0.5-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845321.903195,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 282.838, 'prompt_per_token_ms': 0.55241796875, 'prompt_per_second': 1810.223520177628, 'predicted_n': 128, 'predicted_ms': 3117.402, 'predicted_per_token_ms': 24.546472440944882, 'predicted_per_second': 40.73905129976821}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,285.32497910782695,True
512,128,False,rate-0.5,1788845332.2869718,8,39.57139505370025,Nano,False,1788845329.0771654,7.341861724853516,True,512,512,3609.072571154684,0.14776076504185623,128,True,open-loop,measure,1788845328.6705546,,,rate-0.5-1,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845328.6778965,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 394.698, 'prompt_per_token_ms': 0.77089453125, 'prompt_per_second': 1297.1943105868286, 'predicted_n': 128, 'predicted_ms': 3209.389, 'predicted_per_token_ms': 25.270779527559057, 'predicted_per_second': 39.57139505370025}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,399.26691516302526,True
512,128,False,rate-1.2,1788845335.6958494,8,40.67692814244484,Nano,False,1788845332.5730567,0.45228004455566406,True,512,512,3407.8740410041064,0.35462583610045495,128,True,open-loop,measure,1788845332.2875228,,,rate-1.2-0,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845332.287975,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 282.541, 'prompt_per_token_ms': 0.551837890625, 'prompt_per_second': 1812.1263816578833, 'predicted_n': 128, 'predicted_ms': 3122.163, 'predicted_per_token_ms': 24.58396062992126, 'predicted_per_second': 40.67692814244484}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,285.08209297433496,True
512,128,False,rate-1.2,1788845339.1004384,8,40.705193437809996,Nano,False,1788845335.9794195,1.0998249053955078,True,512,512,3991.9422559905797,0.35462583610045495,128,True,open-loop,measure,1788845335.1073964,,,rate-1.2-1,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845335.1084962,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 283.084, 'prompt_per_token_ms': 0.5528984375, 'prompt_per_second': 1808.6504359130151, 'predicted_n': 128, 'predicted_ms': 3119.995, 'predicted_per_token_ms': 24.56688976377953, 'predicted_per_second': 40.705193437809996}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,870.9241040050983,True
512,128,False,rate-1.2,1788845342.5059974,8,40.68350857140661,Nano,False,1788845339.3833737,1.0235309600830078,True,512,512,4577.704202150926,0.35462583610045495,128,True,open-loop,measure,1788845337.9272697,,,rate-1.2-2,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845337.9282932,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 283.324, 'prompt_per_token_ms': 0.5533671875, 'prompt_per_second': 1807.1183521339526, 'predicted_n': 128, 'predicted_ms': 3121.658, 'predicted_per_token_ms': 24.579984251968504, 'predicted_per_second': 40.68350857140661}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,1455.081825144589,True
512,128,False,rate-1.2,1788845345.908954,8,40.71629908718546,Nano,False,1788845342.7887082,1.1632442474365234,True,512,512,5160.647338023409,0.35462583610045495,128,True,open-loop,measure,1788845340.7471433,,,rate-1.2-3,etri-dev0001-jetorn,False,sweep,etri-dev0001-jetorn,1788845340.7483065,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 283.178, 'prompt_per_token_ms': 0.55308203125, 'prompt_per_second': 1808.0500603860469, 'predicted_n': 128, 'predicted_ms': 3119.144, 'predicted_per_token_ms': 24.56018897637795, 'predicted_per_second': 40.71629908718546}",sweep-nano-session-a/benchmark/sweep,ok,limit,128,639,2040.4028971679509,True
512,128,False,i512-o128-c1,1788845195.2479765,1,65.99315541855769,AGX Orin,False,1788845193.3230574,4.731893539428711,True,512,512,2100.735897998675,,128,True,wave,measure,1788845193.1425078,,,i512-o128-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845193.1472397,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 172.936, 'prompt_per_token_ms': 0.337765625, 'prompt_per_second': 2960.6328352685387, 'predicted_n': 128, 'predicted_ms': 1924.442, 'predicted_per_token_ms': 15.153086614173228, 'predicted_per_second': 65.99315541855769}",sweep-agx-a/sweep,ok,limit,128,639,175.81710500235204,True
512,128,False,i512-o128-c2,1788845197.36464,2,65.4186302987159,AGX Orin,False,1788845195.4228785,0.43845176696777344,True,512,512,2115.5122370037134,,128,True,wave,measure,1788845195.2486897,,,i512-o128-c2-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845195.249128,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.986, 'prompt_per_token_ms': 0.33395703125, 'prompt_per_second': 2994.3972021101144, 'predicted_n': 128, 'predicted_ms': 1941.343, 'predicted_per_token_ms': 15.28616535433071, 'predicted_per_second': 65.4186302987159}",sweep-agx-a/sweep,ok,limit,128,639,173.75148800056195,True
512,128,False,i512-o128-c2,1788845199.4752004,2,65.57671623818909,AGX Orin,False,1788845197.5376956,1.3048648834228516,True,512,512,4225.206085000536,,128,True,wave,measure,1788845195.2486897,,,i512-o128-c2-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845195.2499945,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 172.63, 'prompt_per_token_ms': 0.33716796875, 'prompt_per_second': 2965.880785494989, 'predicted_n': 128, 'predicted_ms': 1936.663, 'predicted_per_token_ms': 15.24931496062992, 'predicted_per_second': 65.57671623818909}",sweep-agx-a/sweep,ok,limit,128,639,2287.7017590071773,True
512,128,False,i512-o128-c4,1788845201.595215,4,65.34508378577515,AGX Orin,False,1788845199.6513305,1.6202926635742188,True,512,512,2117.5722120024147,,128,True,wave,measure,1788845199.476022,,,i512-o128-c4-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.4776423,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.324, 'prompt_per_token_ms': 0.3326640625, 'prompt_per_second': 3006.035555764308, 'predicted_n': 128, 'predicted_ms': 1943.528, 'predicted_per_token_ms': 15.303370078740157, 'predicted_per_second': 65.34508378577515}",sweep-agx-a/sweep,ok,limit,128,639,173.68818999966606,True
512,128,False,i512-o128-c4,1788845203.7073598,4,65.46624596441832,AGX Orin,False,1788845201.7663922,0.5102157592773438,True,512,512,4230.826462997356,,128,True,wave,measure,1788845199.476022,,,i512-o128-c4-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.4765322,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.104, 'prompt_per_token_ms': 0.3341875, 'prompt_per_second': 2992.332148868524, 'predicted_n': 128, 'predicted_ms': 1939.931, 'predicted_per_token_ms': 15.27504724409449, 'predicted_per_second': 65.46624596441832}",sweep-agx-a/sweep,ok,limit,128,639,2289.859237993369,True
512,128,False,i512-o128-c4,1788845205.7726464,4,67.13282573164207,AGX Orin,False,1788845203.8804972,2.7370452880859375,True,512,512,6293.88699199626,,128,True,wave,measure,1788845199.476022,,,i512-o128-c4-2,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.478759,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 173.455, 'prompt_per_token_ms': 0.338779296875, 'prompt_per_second': 2951.7742353924646, 'predicted_n': 128, 'predicted_ms': 1891.772, 'predicted_per_token_ms': 14.895842519685038, 'predicted_per_second': 67.13282573164207}",sweep-agx-a/sweep,ok,limit,128,639,4401.7381820012815,True
512,128,False,i512-o128-c4,1788845207.882101,4,65.52221202987812,AGX Orin,False,1788845205.9432032,3.336668014526367,True,512,512,8402.742446000047,,128,True,wave,measure,1788845199.476022,,,i512-o128-c4-3,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.4793587,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.529, 'prompt_per_token_ms': 0.333064453125, 'prompt_per_second': 3002.4218754581334, 'predicted_n': 128, 'predicted_ms': 1938.274, 'predicted_per_token_ms': 15.261999999999999, 'predicted_per_second': 65.52221202987812}",sweep-agx-a/sweep,ok,limit,128,639,6463.8450060010655,True
512,128,False,i512-o128-c8,1788845210.004783,8,65.30849005228279,AGX Orin,False,1788845208.0597684,1.6291141510009766,True,512,512,2119.8988659962197,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8848832,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.681, 'prompt_per_token_ms': 0.333361328125, 'prompt_per_second': 2999.7480680333488, 'predicted_n': 128, 'predicted_ms': 1944.617, 'predicted_per_token_ms': 15.311944881889763, 'predicted_per_second': 65.30849005228279}",sweep-agx-a/sweep,ok,limit,128,639,174.8850619987934,True
512,128,False,i512-o128-c8,1788845212.1017323,8,65.9768021407654,AGX Orin,False,1788845210.176118,0.5242824554443359,True,512,512,4217.953007995675,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8837783,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.255, 'prompt_per_token_ms': 0.334482421875, 'prompt_per_second': 2989.693731569881, 'predicted_n': 128, 'predicted_ms': 1924.919, 'predicted_per_token_ms': 15.156842519685041, 'predicted_per_second': 65.9768021407654}",sweep-agx-a/sweep,ok,limit,128,639,2292.338851999375,True
512,128,False,i512-o128-c8,1788845214.232311,8,64.85114109923195,AGX Orin,False,1788845212.2737527,3.0133724212646484,True,512,512,6346.043835001183,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-3,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8862674,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.752, 'prompt_per_token_ms': 0.335453125, 'prompt_per_second': 2981.042433275886, 'predicted_n': 128, 'predicted_ms': 1958.331, 'predicted_per_token_ms': 15.419929133858266, 'predicted_per_second': 64.85114109923195}",sweep-agx-a/sweep,ok,limit,128,639,4387.485929997638,True
512,128,False,i512-o128-c8,1788845216.3549752,8,65.21509169652695,AGX Orin,False,1788845214.4064066,3.749847412109375,True,512,512,8467.971183999907,,128,True,wave,measure,1788845207.883254,,,i512-o128-c8-4,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.887004,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 173.609, 'prompt_per_token_ms': 0.339080078125, 'prompt_per_second': 2949.1558617352784, 'predicted_n': 128, 'predicted_ms': 1947.402, 'predicted_per_token_ms': 15.333874015748032, 'predicted_per_second': 65.21509169652695}",sweep-agx-a/sweep,ok,limit,128,639,6519.402963996981,True
